S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1,3394589,BIRAJA PRASAD SASMAL,13-Feb-2026 11:14 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,Municipal Bodies||Kamakhyanagar NAC,2026_ORULB_125654_41,KNR-NAC-05/2025-26,Construction of C.C. cover slab for Drain from Guri Sankar Pal house towards Gita Mishra house in Ward No-07 at Kamakhyanagar NAC,1.0,3393061.0,PRASHANT KUMAR NAYAK,INR,"84,671",12-May-2026,"INR 84,671",30.0,Ranjulata Das,12-May-2026 04:53 PM,41.pdf (153.00 KB),L1 IN LOTTERY,Finance,OPENING SUCESSFULLY,Ranjulata Das,17-Feb-2026 04:16 PM,,BOQ Comparative Chart,EO,Internal,,Ranjulata Das,12-May-2026 04:42 PM,finsummary_579888.pdf (152.89 KB),EO,Internal,,Ranjulata Das,12-May-2026 04:37 PM,techsummary_579888.pdf (152.89 KB),AOC,Construction of C.C. cover slab for Drain from Guri Sankar Pal house towards Gita Mishra house in Ward No-07 at Kamakhyanagar NAC,Construction of C.C. cover slab for Drain from Guri Sankar Pal house towards Gita Mishra house in Ward No-07 at Kamakhyanagar NAC,Please refer Tender documents. ,NA ,"84,698",Civil Works - Others,NA ,Tender,30.0,NA ,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,KAMAKHYANAGAR NAC,No ,No,847.0,Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Kamakhyanagar NAC,KNR-NAC-05/2025-26,2026_ORULB_125654_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,600.0,0.0,Nil,Nil,Yes,07-Feb-2026 01:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 01:00 PM,16-Feb-2026 05:00 PM,Executive Officer N.A.C.Kamakhyanaga,"Executive Officer, Kamakhyanaga NAC",1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, PAN CARD and Other Documents",AOC
2,3395891,DILESWAR GARANAYAK,14-Feb-2026 11:40 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Affidavit and other documents as per DTCN,AOC
3,3397319,JAIMINI KUMAR SAHU,16-Feb-2026 02:46 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
4,3398094,JAJNESWAR NAIK,16-Feb-2026 12:25 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3397542,MANASA RANJAN KHATUA,16-Feb-2026 10:04 AM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3398021,M/S Bibhuti Bhusan Sethi,16-Feb-2026 12:10 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3396155,NAROTTAM MOHANTY,14-Feb-2026 07:35 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3393820,NETRANANDA SAHOO,13-Feb-2026 03:08 PM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3396161,NIRUPAMA ROUL,16-Feb-2026 08:37 AM,Rejected-Finance,NOT L1 IN LOTTERY,12-May-2026 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3393061,PRASHANT KUMAR NAYAK,12-Feb-2026 08:28 PM,Accepted-AOC,L1 IN LOTTERY,12-May-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
