Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Construction of New NAC Office Building at Kuchinda,Construction of New NAC Office Building at Kuchinda,As per DTCN ,NA ,"5,13,10,522",Civil Works - Buildings,NA ,Tender,90.0,240.0,In front of Indoor Stadium Kuchinda,768222.0,NA ,NA ,NA ,"OFFICE OF THE NOTIFIED AREA COUNCIL,KUCHINDA",No ,No,1.0,ICICI BANK,Municipal Bodies||Kuchinda NAC,KCDA/NAC-1/2026-27,2026_ORULB_128448_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,27-Apr-2026 10:00 AM,08-May-2026 10:30 AM,27-Apr-2026 10:00 AM,07-May-2026 05:30 PM,27-Apr-2026 10:00 AM ,07-May-2026 05:30 PM ,27-Apr-2026 10:00 AM,07-May-2026 05:30 PM,20-May-2026 10:30 AM,"EXECUTIVE OFFICER,NAC KUCHINDA","NAC KUCHINDA,AT/PO-KUCHINDA, DIST-SAMBALPUR","5,13,105",Yes,percentage,1.0%,Nil,Nil,1.0,Corrigendum,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,NIT,"10,000",0.0,Nil,Nil,No,AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa,AE NAC Kuchinda, Nilamadhab Nag, ME NAC Kuchinda, Manaranjan Suna, EO NAC Kuchinda",Barun Kumar Sa,25-May-2026 12:18 PM,finsummary_588664.pdf (486.33 KB),Technical,All bid opened,Barun Kumar Sa,11-May-2026 12:30 PM,technical_588664.pdf,Municipal Bodies||Kuchinda NAC,2026_ORULB_128448_1,KCDA/NAC-1/2026-27,Construction of New NAC Office Building at Kuchinda,1.0,3478058.0,Rajesh Kumar Panda,INR,"51,310,521.81",25-May-2026,"INR 51,310,521.81",240.0,Barun Kumar Sa,25-May-2026 12:24 PM,1087.pdf (525.00 KB),Work Order Issued,1,3475539,BALDEV PANDA,06-May-2026 12:35 PM,Rejected-Technical,non submission of Annual turnover in any of the preceding 5 years (Audited Balance Sheets/Profit and loss account),18-May-2026 07:20 PM,Finance,Admitted,Barun Kumar Sa,25-May-2026 12:13 PM,finance_588664.pdf,BOQ Comparative Chart,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa,AE,NAC Kuchinda , Nilamadhab Nag,ME NAC Kuchinda, Manaranjan Suna,EO NAC Kuchinda",Nilamadhab Nag,18-May-2026 07:20 PM,20-May-2026 10:30 AM,techsummary_588664.pdf (579.01 KB),AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Tender Documents,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3477836,DHANESWAR SAHU,07-May-2026 01:41 PM,Rejected-Technical,non submission of ESIC Registration Certificate,18-May-2026 07:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3476612,M/S SUMEET & ASSOCIATES,07-May-2026 04:51 PM,Rejected-AOC,Rejected,25-May-2026 12:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3478058,Rajesh Kumar Panda,07-May-2026 01:58 PM,Accepted-AOC,Awarded through transparent lottery system,25-May-2026 12:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3478390,SATYA PRAKASH AGRAWAL,07-May-2026 03:55 PM,Rejected-Technical,non submission of Valid Contractor Registration Certificate,18-May-2026 07:20 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3477662,Surendra Mohanty,07-May-2026 11:18 AM,Rejected-Technical,non submission of Similar nature of workand ESIC Registration Certificate,18-May-2026 07:20 PM,,,,,,,,,,,,,,AOC
