Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,7 Nos bid opened,Manik Kumbhar,27-Nov-2025 08:15 PM,finance_560563.pdf,BOQ Comparative Chart,12-May-2026,"INR 215,174",60.0,Manik Kumbhar,12-May-2026 05:33 PM,5867.pdf (757.00 KB),CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_120441_11,EEPTNG-online-07/2025-26,Special Repair of Out Post Lathor for the year 2025-26,1.0,3219155.0,PINKU MEHER,INR,"215,174",1,3219837,ABHISHEK SARAF,14-Nov-2025 11:03 AM,Rejected-Finance,Unsuccessful bidder selected though transparent lottery system,20-Dec-2025 12:40 PM,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Manik Kumbhar,20-Dec-2025 12:34 PM,techsummary_560563.pdf (382.85 KB),Executive Engineer,Internal,"Executive Engineer,DAo,Estimator",Manik Kumbhar,20-Dec-2025 12:40 PM,finsummary_560563.pdf (382.85 KB),AOC,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh",31-Oct-2025 06:00 PM,15-Nov-2025 11:00 AM,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,31-Oct-2025 06:00 PM ,13-Nov-2025 05:00 PM ,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,1.0,ICICI BANK,Special Repair of Out Post Lathor for the year 2025-26,Special Repair of Out Post Lathor for the year 2025-26,Please refer Tender documents. ,NA ,"2,54,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-07/2025-26,2025_CERWI_120441_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,540",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,2,3222876,AKASH KUMAR JAIN,13-Nov-2025 08:40 PM,Rejected-Finance,Unsuccessful bidder selected though transparent lottery system,20-Dec-2025 12:40 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,3223119,BHOLANATH MEHER,14-Nov-2025 12:40 PM,Rejected-Finance,Unsuccessful bidder selected though transparent lottery system,20-Dec-2025 12:40 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,3190403,PADMANAVA NAIK,06-Nov-2025 05:57 PM,Rejected-Finance,Unsuccessful bidder selected though transparent lottery system,20-Dec-2025 12:40 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,3219155,PINKU MEHER,13-Nov-2025 02:40 PM,Accepted-AOC,Successful bidder,12-May-2026 05:33 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,3223287,RAJIB KUMAR HOTA,14-Nov-2025 01:36 PM,Rejected-Finance,Unsuccessful bidder selected though transparent lottery system,20-Dec-2025 12:40 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,7,3188964,SUBASH CHANDRA AGRAWAL,06-Nov-2025 01:54 PM,Rejected-Finance,Unsuccessful bidder selected though transparent lottery system,20-Dec-2025 12:40 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
