Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"BID COST, EMD, R.C.PAN, GST,ALL MACHINERIES,ALL AFFIDAVITS AND OTHERS AS PER APPROVED DTCN","SuperintendEngineer, BhubaneswarRandBDivision No.I","OFFICE OF THE SUPERINTENDING ENGINEER, BHUBANESWAR RANDB DIVISION NO.I, BHUBANESWAR.","36,078",Yes,percentage,1.0%,Nil,Nil,"Improvement to Loka Seva Bhawan,Bhubaneswar, such as Construction of Additional Rooms for Creche above the existing Creche Building in 2nd Floor inside Loka Seva Bhawan, Bhubaneswar for the year 2025-26.","Improvement to Loka Seva Bhawan,Bhubaneswar, such as Construction of Additional Rooms for Creche above the existing Creche Building in 2nd Floor inside Loka Seva Bhawan, Bhubaneswar for the year 2025-26.",Please refer Tender documents. ,NA ,"36,07,784",Civil Works - Buildings,NA ,Tender,90.0,90.0,Bhubaneswar,751001.0,NA ,NA ,NA ,"OFFICEOFTHESUPERINTENDINENGINEER,BBSRRANDBDIVNNO.I",No ,No,"6,000",0.0,Nil,Nil,No,10-Jun-2025 03:00 PM,24-Jun-2025 12:30 PM,10-Jun-2025 03:00 PM,23-Jun-2025 05:30 PM,NA ,NA ,10-Jun-2025 03:00 PM,23-Jun-2025 05:30 PM,EIC-CIVIL||SERNB-CIRCLE-CENTRAL,TENDER CALL NOTICE NO.09 OF 2025-26,2025_EICCL_114334_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,06-May-2026,"INR 3,066,977",90.0,Prabhudutta Pradhan,06-May-2026 03:22 PM,Agmt.pdf (769.00 KB),AOC,1,2978488,ABHIMANYUPATI,23-Jun-2025 04:48 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,S.E. BBSR Rand B Division No.I Bhubaneswar,Internal,"Sri Bibhudatta Pattanayak Sr DAO, Er P.P. Jena A.E.",Prabhudutta Pradhan,05-May-2026 10:04 AM,techsummary_542746.pdf (1521.68 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL,2025_EICCL_114334_1,TENDER CALL NOTICE NO.09 OF 2025-26,"Improvement to Loka Seva Bhawan,Bhubaneswar, such as Construction of Additional Rooms for Creche above the existing Creche Building in 2nd Floor inside Loka Seva Bhawan, Bhubaneswar for the year 2025-26.",Er Prabhudatta Pradhan SE BBSR RandB Division No I,Internal,Sri Bibhudatta Pattanayak Sr DAO Er P.P Jena A.E.,Prabhudutta Pradhan,06-May-2026 03:15 PM,finsummary_542746.pdf (1521.68 KB),Finance,TOTAL FOURTEEN NOS BIDDER WERE PARTICIPATED IN THE ABOVE BID AND THEIR DOCUMENTS ARE VIEWED.,Prabhudutta Pradhan,25-Jun-2025 09:04 PM,finance_542746.pdf,BOQ Comparative Chart,1.0,2977725.0,Noor_Amin_Al_azmi,INR,"3,066,977",AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,2,2975380,AMEEYA BHUJABAL,20-Jun-2025 02:55 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2978100,ARJUN CHARAN PATI,23-Jun-2025 04:34 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2978339,BASANT KUMAR BISWAL,23-Jun-2025 02:36 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2978334,M/s Ellexo Transmission,23-Jun-2025 02:44 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2972217,NEHRU SENAPATI,18-Jun-2025 02:58 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2977725,Noor_Amin_Al_azmi,22-Jun-2025 08:40 PM,Accepted-AOC,L1 (Selected through Transparent Lottery),06-May-2026 03:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2978319,PRAMODINI BEHERA,23-Jun-2025 02:23 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2971450,R.K CONSTRUCTIONS PROP-RATIKANTA AICH,23-Jun-2025 02:55 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2978101,RSC ELECTRICAL AND CONSTRUCTION,23-Jun-2025 12:30 PM,Rejected-Finance,L1,06-May-2026 03:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
