Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,13-Mar-2026 01:30 PM,24-Mar-2026 01:00 PM,13-Mar-2026 01:30 PM,23-Mar-2026 05:00 PM,NA ,NA ,13-Mar-2026 01:30 PM,23-Mar-2026 05:00 PM,"5,800",Yes,fixed,,Nil,Nil,1,ICICI BANK,EE R W ELECTRICAL DIVISION BERHAMPUR,EE R W ELECTRICAL DIVISION BERHAMPUR,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Berhampur,Electrical Divn. BAM 27/2025-26,2026_CERWI_127218_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Shifting of Electric Utilites for the Wrk Improvement to Dainagudachhak (In Nabarangapur District) to Dahimal (Kalahandi District) Under Inter District Inter Block Connectivity Scheme for the year 2021-22 in the dist.of Nabarangpur,Shifting of Electric Utilites for the Wrk Improvement to Dainagudachhak (In Nabarangapur District) to Dahimal (Kalahandi District) Under Inter District Inter Block Connectivity Scheme for the year 2021-22 in the dist.of Nabarangpur,Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,120.0,NA ,O/O E.E. R W ELECTRICAL DIVISION BERHAMPUR,760011.0,NA ,NA ,NA ,O/O E.E. R W ELECTRICAL DIVISION BERHAMPUR,No ,No,AOC,18-May-2026,"INR 552,679.68",120.0,Susanta Kumar Behera,18-May-2026 12:41 PM,DAINGUDACHAKCS.pdf (121.00 KB),1,3438563,M/S. PADHI ELECTRICALS,22-Mar-2026 07:18 PM,Rejected-AOC,L2,18-May-2026 12:42 PM,EE DAO AEE AGENCY,Internal,EE DAO AEE AGENCY,Susanta Kumar Behera,18-May-2026 12:27 PM,techsummary_585007.pdf (120.59 KB),EE DAO AEE AGENCY,Internal,EE DAO AEE AGENCY,Susanta Kumar Behera,18-May-2026 12:34 PM,finsummary_585007.pdf (120.59 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Berhampur,2026_CERWI_127218_1,Electrical Divn. BAM 27/2025-26,Shifting of Electric Utilites for the Wrk Improvement to Dainagudachhak (In Nabarangapur District) to Dahimal (Kalahandi District) Under Inter District Inter Block Connectivity Scheme for the year 2021-22 in the dist.of Nabarangpur,1.0,3438073.0,M/S SHANTI POWER AND CONSTRUCTION,INR,"552,679.68",Finance,two numbers of bidder found,Arati Behera,24-Mar-2026 04:42 PM,finance_585007.pdf,BOQ Comparative Chart,AOC
,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3438073,M/S SHANTI POWER AND CONSTRUCTION,21-Mar-2026 07:14 PM,Accepted-AOC,L1,18-May-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
