S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Executive Engineer (Central Tender Cell),"UG Floor,Office Chamber of EE Central Tender Cell,ICOMC Tower,BMC",Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-49/2025-26 dt. 02.12.2025,2025_ORULB_122481_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Road at Pandara Village and Palasuni Agni Chhak to Chagala Sahu Farm House to NH-16 in Ward No. 18,Construction of Road at Pandara Village and Palasuni Agni Chhak to Chagala Sahu Farm House to NH-16 in Ward No. 18,Please refer Tender documents. ,NA ,"50,81,221",Civil Works - Roads,NA ,Tender,120.0,90.0,BMC Area,751022.0,Office Chamber of EE Central Tender Cell ,"UG Floor,Office Chamber of EE Central Tender Cell ",10-Dec-2025 04:30 PM ,Central Tender Cell,No ,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,"50,900",Yes,fixed,,Nil,Nil,04-Dec-2025 11:00 AM,19-Dec-2025 11:00 AM,04-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,04-Dec-2025 11:00 AM ,10-Dec-2025 03:30 PM ,04-Dec-2025 11:00 AM,18-Dec-2025 05:00 PM,05-Mar-2026 03:30 PM,AOC,07-May-2026,"INR 5,097,064",90.0,Lipsa Parida,07-May-2026 01:24 PM,WO_49_3.pdf (484.00 KB),1,3314731,AMARESH SAHOO,18-Dec-2025 04:45 PM,Rejected-Technical,Technically Disqualified,05-Mar-2026 01:56 PM,City Engineer,Internal,"EETENDERCELL,EEDIVISION1,EEDRAINAGE,DYCOMMISSIONERLEGAL,CFO,CITYENGINEER",Lipsa Parida,05-Mar-2026 01:56 PM,05-Mar-2026 03:30 PM,techsummary_569018.pdf (210.95 KB),Finance,5 bids opened successfully,Lipsa Parida,05-Mar-2026 03:50 PM,finance_569018.pdf,BOQ Comparative Chart,Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_122481_3,BMC-EE-Tender Cell-49/2025-26 dt. 02.12.2025,Construction of Road at Pandara Village and Palasuni Agni Chhak to Chagala Sahu Farm House to NH-16 in Ward No. 18,Technical,6 bids opened successfully,Lipsa Parida,19-Dec-2025 11:47 AM,technical_569018.pdf,City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEDIVISIONI,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,17-Mar-2026 04:14 PM,finsummary_569018.pdf (1847.88 KB),1.0,3306552.0,SANJAY KUMAR SETHI,INR,"5,097,064",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,2,3312623,DIPAK KUMAR NAYAK,17-Dec-2025 09:11 PM,Rejected-AOC,L2 bidder,07-May-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3313842,M/S OMM SAI ASSOCIATES,18-Dec-2025 01:33 PM,Rejected-Finance,Rejected,17-Mar-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3313534,PRAMOD KUMAR DAS,18-Dec-2025 03:51 PM,Rejected-Finance,Rejected,17-Mar-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3313448,RAJESH KUMAR MOHANTY,18-Dec-2025 03:32 PM,Rejected-Finance,Rejected,17-Mar-2026 04:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3306552,SANJAY KUMAR SETHI,18-Dec-2025 10:15 AM,Accepted-AOC,L1 bidder,07-May-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
