Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
AbhasranjanPanigrahi,Internal,PrabhatKumarSahooSantanuKumarSahoo,ABHAS RANJAN PANIGRAHI,21-May-2026 08:45 AM,techsummary_583677.pdf (497.63 KB),1,3435177,AJAYA KUMAR SAHOO,18-Mar-2026 03:58 PM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,21-May-2026,"INR 1,420,927.606",60.0,Santanu Kumar Sahoo,21-May-2026 09:28 AM,order.pdf (405.00 KB),AOC,Finance,ok,ABHAS RANJAN PANIGRAHI,23-Mar-2026 08:26 AM,finance_583677.pdf,BOQ Comparative Chart,1.0,3435112.0,Kanakalata Rout,INR,"1,420,927.606",Municipal Bodies||Chandbali NAC,2026_ORULB_126823_1,Work-CNB-03/2025-26,Construction of RCC Drain With Cover Slab From Ananad Press to Mana Gobinda Jewellers at Chandbali Main Road in Ward No 05,AbhasranjanPanigrahi,Internal,PrabhatKumarSahooSantanuKumarSahoo,ABHAS RANJAN PANIGRAHI,21-May-2026 08:55 AM,finsummary_583677.pdf (497.63 KB),AOC,"16,960",Yes,fixed,,Nil,Nil,Municipal Bodies||Chandbali NAC,Work-CNB-03/2025-26,2026_ORULB_126823_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,02-Mar-2026 05:00 PM,19-Mar-2026 11:00 AM,02-Mar-2026 05:00 PM,18-Mar-2026 05:30 PM,NA ,NA ,02-Mar-2026 05:00 PM,18-Mar-2026 05:30 PM,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Construction of RCC Drain With Cover Slab From Ananad Press to Mana Gobinda Jewellers at Chandbali Main Road in Ward No 05,Construction of RCC Drain With Cover Slab From Ananad Press to Mana Gobinda Jewellers at Chandbali Main Road in Ward No 05,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,NA ,Chandbali Main Road Ward No - 05,756133.0,NA ,NA ,NA ,NAC Office,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Executive Officer,Chandbali NAC,AOC
,,,,,,2,3434790,AJIT DAS,18-Mar-2026 10:37 AM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,3,3434819,BIDYADHAR BARIK,18-Mar-2026 10:30 AM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3434884,BM BISWAJIT BISWAL,18-Mar-2026 01:00 PM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3435049,CHANDAN KUMAR BAL,18-Mar-2026 02:27 PM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3434869,Dilip Kumar Das,18-Mar-2026 11:29 AM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3434661,DILLIP BEHERA,17-Mar-2026 06:44 PM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3434475,Dipak Kumar Das,17-Mar-2026 03:27 PM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3434396,GANGADHAR DAS,17-Mar-2026 02:00 PM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3435037,GURU PRASAD SAMAL,18-Mar-2026 04:03 PM,Rejected-Finance,Due to Reject in Tender,21-May-2026 08:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
