Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"SE, RW Division, Dhenkanal","SE, RW Division, Dhenkanal",S/R to T2 MDR to Sankhua road for the year 2025-26,S/R to T2 MDR to Sankhua road for the year 2025-26,Please refer Tender documents. ,NA ,"25,42,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Dhenkanal,759001.0,NA ,NA ,NA ,"SE, RW Division, Dhenkanal",No ,No,CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,Online DKL-08/2025-26,2025_CERWI_121438_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"25,420",Yes,percentage,1.0%,Nil,Nil,18-Nov-2025 09:00 AM,24-Nov-2025 04:00 PM,18-Nov-2025 09:00 AM,24-Nov-2025 02:00 PM,NA ,NA ,18-Nov-2025 09:00 AM,24-Nov-2025 02:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD in online mode, RC, PAN, GSTIN, Affidavit and others as per DTCN",AOC,SE,Internal,DAO Estimator,Sonali Sucharita Rout,10-May-2026 10:39 AM,finsummary_565218.pdf (83.63 KB),SE,Internal,"SE, DAO and Estimator",Sonali Sucharita Rout,05-Dec-2025 06:45 PM,techsummary_565218.pdf (935.17 KB),10-May-2026,"INR 2,161,138.528",60.0,Sonali Sucharita Rout,10-May-2026 10:43 AM,Tender_Comm.pdf (84.00 KB),Awarded,1.0,3247972.0,SAHIL KHAN,INR,"2,161,138.528",CE RW I||RWCIRCLE-ANGUL||RWDIVISION-DHENKANAL,2025_CERWI_121438_19,Online DKL-08/2025-26,S/R to T2 MDR to Sankhua road for the year 2025-26,1,3246969,ANGADA KUMAR NAYAK,23-Nov-2025 01:15 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,Finance,Opened,Sonali Sucharita Rout,26-Nov-2025 07:46 PM,,BOQ Comparative Chart,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3245663,Anshuman Swain,21-Nov-2025 11:45 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3248910,Chnadra Bhanupratap Singh,23-Nov-2025 09:15 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3247143,DILLIP KUMAR JENA,22-Nov-2025 08:35 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3243121,Lili Rout,20-Nov-2025 10:55 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3248993,NIRANJAN DALEI,23-Nov-2025 08:54 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3247017,RANJITA NAYAK,22-Nov-2025 10:17 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3245592,SABITRI SAHOO,22-Nov-2025 10:26 PM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3247972,SAHIL KHAN,23-Nov-2025 01:27 PM,Accepted-AOC,Awarded,10-May-2026 10:43 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3247429,SAILEN JENA,23-Nov-2025 09:14 AM,Rejected-Finance,Not Awarded,10-May-2026 10:39 AM,,,,,,,AOC
