Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit",EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC (R AND B) /09/ 2025-26,2025_EICCL_120635_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",1.0,ICICI BANK,Improvement such as widening and strengthening of Phasimal to Kuchinda via Dhudipali Road from 15-548 Km to 20-220 km in the district of Sambalpur under State Plan for the year 2025-26.,ROAD WORK,Please refer Tender documents. ,NA ,"5,56,23,337",Civil Works - Roads,NA ,Tender,90.0,210.0,"KUCHINDA, FASIMAL",768107.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,"10,000",0.0,Nil,Nil,No,"5,56,300",Yes,fixed,,Nil,Nil,04-Nov-2025 05:00 PM,20-Nov-2025 11:00 AM,04-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM,04-Nov-2025 05:00 PM ,10-Nov-2025 05:00 PM ,04-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM,05-Feb-2026 11:00 AM,AOC,CCE NC SBP,Internal,,Hemant Naik,26-May-2026 10:43 AM,finsummary_561185.pdf (2780.68 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2025_EICCL_120635_1,CCENC (R AND B) /09/ 2025-26,Improvement such as widening and strengthening of Phasimal to Kuchinda via Dhudipali Road from 15-548 Km to 20-220 km in the district of Sambalpur under State Plan for the year 2025-26.,Technical,TECHNICAL BID OPENED,SUCHISMITA SAHU,06-Dec-2025 08:17 PM,,1.0,3237526.0,ANKIT KUMAR BAJAJ,INR,"47,285,399",1,3237152,ABAKASH MISHRA,19-Nov-2025 01:56 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,26-May-2026,"INR 47,285,399",210.0,Hemant Naik,26-May-2026 10:50 AM,AGTFASI.pdf (310.00 KB),AGT DRAWN,Finance,FINANCIAL BID OPENED,SUCHISMITA SAHU,05-Feb-2026 02:01 PM,,BOQ Comparative Chart,CCE NC SBP,Internal,,SUCHISMITA SAHU,04-Feb-2026 05:18 PM,05-Feb-2026 11:00 AM,techsummary_561185.pdf (245.07 KB),AOC
,,.pdf,"Ownership of machineries, work experience etc.",,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3234608,AMAN BADHAN,19-Nov-2025 09:29 AM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work experience certificate and other related documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3237526,ANKIT KUMAR BAJAJ,19-Nov-2025 01:04 PM,Accepted-AOC,agt drawn,26-May-2026 10:50 AM,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3238133,BISWAKARMAA SUBHANSU CHANDRASEKHAR,19-Nov-2025 02:05 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3216217,CHAWALA CONSTRUCTION,14-Nov-2025 02:23 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3232910,JAGADAMBA CONSTRUCTION,19-Nov-2025 03:19 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3235357,JYOTI MEHER,19-Nov-2025 12:57 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3237884,M/S SAHEB CONSTRUCTION,19-Nov-2025 01:13 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3196885,"M/S SHIBAJI CONSTRUCTION, PROP. KHAGESWAR BEHERA",08-Nov-2025 12:41 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3230425,SANANTA KUMAR MOHANTY,19-Nov-2025 01:25 AM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,26-May-2026 10:43 AM,,,,,,,,,,,,,,,,,,,,,AOC
