S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2819600.0,RANJEET KUMAR BARUA,INR,"103,420,450.92",Technical,only nine nos. of bidder participated.,Binata Kishan,19-Feb-2025 12:45 PM,,CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_109929_1,RWCCESNG-15 OF 2024-25,Improvement of road from Karuabahal Bandhabahal and Kusumura to Kinjirkela Road under improvement to existing RD road for the year 2024-25 in the district of Sundargarh.,A.K Sahoo,Internal,,Ashoka Kumar Sahoo,03-Nov-2025 11:33 AM,finsummary_527757.pdf (24.50 KB),A.K Sahoo,Internal,,Binata Kishan,16-Jul-2025 05:34 PM,21-Jul-2025 11:00 AM,techsummary_527757.pdf (661.65 KB),Finance,Eight nos of bidder only.,Haripriya Pradhan,21-Jul-2025 01:07 PM,finance_527757.pdf,BOQ Comparative Chart,1,2816774,isar engineers pvt ltd,17-Feb-2025 10:05 AM,Rejected-Finance,Not Qualified,03-Nov-2025 11:33 AM,08-May-2026,"INR 103,420,450.92",360.0,Ashoka Kumar Sahoo,08-May-2026 12:24 PM,3013.pdf (241.00 KB),AOC,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-15 OF 2024-25,2025_CERWI_109929_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate,GST,PAN etc.",Improvement of road from Karuabahal Bandhabahal and Kusumura to Kinjirkela Road under improvement to existing RD road for the year 2024-25 in the district of Sundargarh.,Improvement of road from Karuabahal Bandhabahal and Kusumura to Kinjirkela Road under improvement to existing RD road for the year 2024-25 in the district of Sundargarh.,Please refer Tender documents. ,NA ,"12,16,56,806",Civil Works - Roads,NA ,Tender,90.0,360.0,Sundargarh,770020.0,NA ,NA ,NA ,"O/O The C.C.E RW Circle,Sundargarh",No ,No,"12,16,568",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"C.C.E RW Circle,Sundargarh","O/O The C.C.E RW Circle,Sundargarh","10,000",0.0,Nil,Nil,No,30-Jan-2025 09:00 AM,18-Feb-2025 11:00 AM,30-Jan-2025 09:00 AM,17-Feb-2025 05:00 PM,30-Jan-2025 09:00 AM ,15-Feb-2025 05:00 PM ,30-Jan-2025 09:00 AM,17-Feb-2025 05:00 PM,21-Jul-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2819582,JK CONSTRUCTION,16-Feb-2025 05:04 PM,Rejected-Finance,Not Qualified,03-Nov-2025 11:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,"Machinaries,experience and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2821263,M/S ARYA CONSTRUCTION,16-Feb-2025 11:19 PM,Rejected-Technical,Inadequate Bid Capacity as per DTCN Clause No-07,16-Jul-2025 05:34 PM,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2820408,Orient Constructions Pvt. Ltd.,17-Feb-2025 03:16 PM,Rejected-Finance,Not Qualified,03-Nov-2025 11:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2822634,PRAVEEN AGRAWAL,17-Feb-2025 03:45 PM,Rejected-Finance,Not Qualified,03-Nov-2025 11:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2819600,RANJEET KUMAR BARUA,16-Feb-2025 05:15 PM,Accepted-AOC,Lowest Bidders by Lottery,08-May-2026 12:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2822266,SAMBHU PRASAD,17-Feb-2025 02:01 PM,Rejected-Finance,Not Qualified,03-Nov-2025 11:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2822309,SRINIBAS PRADHAN,17-Feb-2025 02:03 PM,Rejected-Finance,Not Qualified,03-Nov-2025 11:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2805918,SUDHIR KUMAR SAIDEO,09-Feb-2025 08:28 PM,Rejected-Finance,Not Qualified,03-Nov-2025 11:33 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
