Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CAMC of Ductable AC units at Central Library of MKCG, MC and H, Berhampur.","CAMC of Ductable AC units at Central Library of MKCG, MC and H, Berhampur.",Please refer Tender documents. ,NA ,"9,92,000",Electrical Works,NA ,Tender,90.0,365.0,Berhampur,760005.0,NA ,NA ,NA ,SE R and B Division No I Berhampur,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD(Online) RC,PAN, GSTIN, Affidavit Other Documents and Forms as per DTCN.","10,000",Yes,fixed,,Nil,Nil,07-Apr-2026 04:30 PM,15-Apr-2026 11:30 AM,07-Apr-2026 04:30 PM,14-Apr-2026 04:00 PM,07-Apr-2026 04:30 PM ,14-Apr-2026 04:00 PM ,07-Apr-2026 04:30 PM,14-Apr-2026 04:00 PM,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,SE R and B Divn NoI Bam 1/2026-27,2026_EICCL_127916_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SE R and B Division No I Berhampur,SE R and B Division No I Berhampur,"4,000",0.0,Nil,Nil,No,AOC,1,3452531,M/s CHOUDHURY ENTERPRISES,10-Apr-2026 04:26 PM,Rejected-AOC,Reject due to 2nd lowest,18-May-2026 11:26 AM,18-May-2026,"INR 972,160",365.0,Somanath Tripathy,18-May-2026 11:26 AM,30.pdf (938.00 KB),Contract Awarded to Smt / Sri Narayani Enterprises,"Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,18-May-2026 11:20 AM,techsummary_587344.pdf (938.17 KB),EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR||EERNB-DIVN-GANJAM I,2026_EICCL_127916_4,SE R and B Divn NoI Bam 1/2026-27,"CAMC of Ductable AC units at Central Library of MKCG, MC and H, Berhampur.","Superintending Engineer Ganjam (R and B) Division No.I, Berhampur",Internal,Sr. DAO and A.E.E Estimator,Somanath Tripathy,18-May-2026 11:22 AM,finsummary_587344.pdf (938.17 KB),Finance,"3Nos of bidders are participants, Tender under scrutiny.",Somanath Tripathy,16-Apr-2026 11:47 AM,finance_587344.pdf,BOQ Comparative Chart,1.0,3452519.0,NARAYANI ENTERPRISES,INR,"972,160",AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC,2,3452519,NARAYANI ENTERPRISES,10-Apr-2026 06:08 PM,Accepted-AOC,Win due to 1st lowest,18-May-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3454097,SAHOO ENGINEERING SERVICES,13-Apr-2026 05:39 PM,Rejected-Technical,Rejected due to not submit proper authorization,18-May-2026 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
