S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3383988.0,KALYANI BEHERA,INR,"584,746",Finance,ok,AVINASH MOHANTY,17-Mar-2026 12:20 PM,finance_576266.pdf,BOQ Comparative Chart,"Chairperson,Daspalla NAC",Internal,,AVINASH MOHANTY,17-Mar-2026 03:44 PM,finsummary_576266.pdf (806.56 KB),Municipal Bodies||Daspalla NAC,2026_ORULB_124711_3,NAC-Daspalla/03/2025-26,Open Space Development (OSD) in Ward No.03 of NAC Daspalla.,"Chairperson,Daspalla NAC",Internal,,AVINASH MOHANTY,17-Mar-2026 03:31 PM,techsummary_576266.pdf (806.56 KB),1,3383988,KALYANI BEHERA,06-Feb-2026 04:15 PM,Accepted-AOC,ok,06-May-2026 12:13 PM,15-Apr-2026,"INR 584,746",90.0,AVINASH MOHANTY,06-May-2026 12:13 PM,3.pdf (529.00 KB),AOC,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,boq,27-Jan-2026 11:00 AM,07-Feb-2026 11:00 AM,27-Jan-2026 11:00 AM,06-Feb-2026 05:00 PM,NA ,NA ,27-Jan-2026 11:00 AM,06-Feb-2026 05:00 PM,"4,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER NAC DASPALLA,EXECUTIVE OFFICER NAC DASPALLA,Open Space Development (OSD) in Ward No.03 of NAC Daspalla.,Open Space Development (OSD) in Ward No.03 of NAC Daspalla.,Please refer Tender documents. ,NA ,"8,47,547",Civil Works - Buildings,NA ,Tender,180.0,90.0,DASPALLA,752084.0,NA ,NA ,NA ,NAC OFFICE DASPALLA,No ,No,"8,475",Yes,fixed,,Nil,Nil,Municipal Bodies||Daspalla NAC,NAC-Daspalla/03/2025-26,2026_ORULB_124711_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3383914,SWETA MOHANTY,06-Feb-2026 03:43 PM,Rejected-AOC,ok,06-May-2026 12:13 PM,,,,,,,AOC,2,ICICI NEFT/RTGS,,,.pdf,All tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
