S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"S.E, R.W.Division, Cuttack","At.-REO Colony, P.O.-Nayabazar, Dist.-Cuttack",21-Oct-2025 09:00 AM,31-Oct-2025 11:00 AM,21-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,21-Oct-2025 09:00 AM ,29-Oct-2025 05:00 PM ,21-Oct-2025 09:00 AM,30-Oct-2025 05:00 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,RWD CTC-07/2025-26,2025_CERWI_119571_55,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, GSTIN, EMD PAN Affidavit,correctness and No relation certificate","4,000",0.0,Nil,Nil,No,"8,410",Yes,percentage,1.0%,Nil,Nil,S/R to Usuma - Dharpur Road for the year 2025-26,S/R to Usuma - Dharpur Road for the year 2025-26,Refer tender document ,NA ,"8,40,983",Civil Works - Roads,NA ,Tender,90.0,30.0,"S.E, R.W.Division, Cuttack",753004.0,NA ,NA ,NA ,"O/o the S.E, R.W.Division, Cuttack",No ,No,AOC,Superintending Engineer,Internal,DAO-I and A.E (Estimators),Debipriya Mohanty,27-Apr-2026 01:38 PM,techsummary_557256.pdf (2857.42 KB),Superintending Engineer,Internal,DAO-I and A.E (Estimators),Debipriya Mohanty,27-Apr-2026 01:43 PM,finsummary_557256.pdf (2857.42 KB),Finance,All Bidders are accepted.,Debipriya Mohanty,10-Nov-2025 11:36 PM,,BOQ Comparative Chart,01-May-2026,"INR 714,919.57",30.0,Sudhakar Naik,04-May-2026 12:59 PM,28.pdf (1077.00 KB),Work awarded to Shramistha Swain vide Divisional Agreement No.330 P1 OF 2025-26,1,3164218,AMAR KUMAR MALLA,29-Oct-2025 09:26 AM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK,2025_CERWI_119571_55,RWD CTC-07/2025-26,S/R to Usuma - Dharpur Road for the year 2025-26,1.0,3165086.0,SHRAMISTHA SWAIN,INR,"714,919.57",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3167713,CHITTA RANJAN BAL,30-Oct-2025 01:43 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3162455,GANESH SAHOO,28-Oct-2025 11:37 AM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3161916,LIPU KUMAR MALL,28-Oct-2025 10:56 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3164548,LISA MAJHI,29-Oct-2025 05:04 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3165684,MAHESWAR BEHURA,29-Oct-2025 04:49 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3156153,MIR AETSAM UL HAQ,27-Oct-2025 09:28 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3163767,PRAKASH SETHY,28-Oct-2025 04:28 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3167384,PRATAP KUMAR PRADHAN,30-Oct-2025 01:08 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3166872,SARAT CHANDRA MOHARANA,30-Oct-2025 02:54 PM,Rejected-Finance,Other than L1,27-Apr-2026 01:43 PM,,,,,,,,,,AOC
