Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Finance,Finance Opening,Pradipta Kumar Nayak,14-Oct-2025 05:14 PM,,BOQ Comparative Chart,EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,11-Mar-2025 07:03 PM,17-Mar-2025 11:30 AM,techsummary_516366.pdf (579.07 KB),1,2675618,ACP CONSTRUCTION,02-Dec-2024 01:09 PM,Rejected-Finance,Other than L1 and L2 bidder,18-May-2026 05:57 PM,18-May-2026,"INR 108,734,876",365.0,Pradipta Kumar Nayak,18-May-2026 06:01 PM,NihalprasadLaulai.pdf (1133.00 KB),3000 P1 of 2025-26,1.0,2675959.0,DEBABRATA SAMAL,INR,"108,734,876",CE Roads-I Odisha,Internal,,Pradipta Kumar Nayak,18-May-2026 05:57 PM,finsummary_516366.pdf (1132.86 KB),EIC-CIVIL,2024_EICCL_106809_3,CE-ROADS-II-13/2024-25,Improvement such as widening and strengthening of Nihalprasad-Laulei road from 0/000 km to 8/692 km in the district of Dhenkanal under State Plan,Technical,Opening,Lipsa Mallick,03-Dec-2024 09:32 PM,,AOC,16-Nov-2024 04:30 PM,03-Dec-2024 11:30 AM,16-Nov-2024 04:30 PM,02-Dec-2024 05:30 PM,NA ,NA ,16-Nov-2024 04:30 PM,02-Dec-2024 05:30 PM,17-Mar-2025 11:30 AM,"12,79,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,Improvement such as widening and strengthening of Nihalprasad-Laulei road from 0/000 km to 8/692 km in the district of Dhenkanal under State Plan,Improvement such as widening and strengthening of Nihalprasad-Laulei road from 0/000 km to 8/692 km in the district of Dhenkanal under State Plan,Please refer Tender documents. ,NA ,"12,79,08,336",Civil Works - Roads,NA ,Tender,90.0,365.0,Dhenkanal,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,EIC-CIVIL,CE-ROADS-II-13/2024-25,2024_EICCL_106809_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit","10,000",0.0,Nil,Nil,No,"Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",AOC
,,,,,,,,,,,,,2,2673630,ALEKH INFRACON PRIVATE LIMITED,29-Nov-2024 06:07 PM,Rejected-Finance,Other than L1 and L2 bidder,18-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,AOC
,,,,,,,,,,,,,3,2673436,AMLAN SAMAL,29-Nov-2024 04:19 PM,Rejected-Finance,Other than L1 and L2 bidder,18-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,AOC
,,,,,,,,,,,,,4,2675460,BB INFRA SOLUTIONS PRIVATE LIMITED,02-Dec-2024 02:11 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,AOC
,,,,,,,,,,,,,5,2676148,BHUBANESWARI CONSTRUCTION,02-Dec-2024 04:19 PM,Rejected-Finance,Other than L1 and L2 bidder,18-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2670613,BIBHU RANJAN PARIDA,02-Dec-2024 03:13 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2675959,DEBABRATA SAMAL,02-Dec-2024 03:25 PM,Accepted-AOC,Selected as L1 bidder,18-May-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2674579,DHANESWAR SAHU,02-Dec-2024 03:23 PM,Rejected-AOC,L1 bidder,18-May-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2675660,MANAS RANJAN ROUT,02-Dec-2024 01:33 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2673008,MS GLOBAL CONSTRUCTION,29-Nov-2024 03:11 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,2663540,M/S GOURAV CONTRUCTION,02-Dec-2024 01:30 PM,Rejected-AOC,L1 bidder,18-May-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,2672161,PRADEEP KUMAR PRADHAN,28-Nov-2024 07:02 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,2672202,PRIYA RANJAN BISWAL,28-Nov-2024 07:29 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,2652025,PURNA CHANDRA BISWAL,02-Dec-2024 10:16 AM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,2673215,R K ASSOCIATES,29-Nov-2024 02:51 PM,Rejected-AOC,L2 bidder,18-May-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,2666335,R K ROUT AND PARTNERS,28-Nov-2024 04:55 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,2670348,Santosh Kumar Mishra,27-Nov-2024 08:53 PM,Rejected-AOC,L1 bidder,18-May-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,2655213,SIBA PRASAD PARIDA,29-Nov-2024 08:23 AM,Rejected-AOC,L1 bidder,18-May-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,2666544,SRI BANSHIDHAR PANDA,27-Nov-2024 05:48 PM,Rejected-Finance,Other than L1 and L2 bidder,18-May-2026 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,2667361,SRIJAGANNATH CONSTRUCTION,02-Dec-2024 12:40 PM,Rejected-Technical,Disqualified,11-Mar-2025 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,21,2675999,Tushar Kant Baral,02-Dec-2024 03:16 PM,Rejected-AOC,L1 bidder,18-May-2026 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
