S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,Municipal Bodies||Keonjhargarh Municipal Council,ODULB_KGM_21/2025-2026,2026_ORULB_125106_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GST, REGISTRATION CERTIFICATE, AFFIDAVIT AND OTHER AS PER DTCN",31-Jan-2026 11:00 AM,11-Feb-2026 11:00 AM,31-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,31-Jan-2026 11:00 AM ,05-Feb-2026 05:00 PM ,31-Jan-2026 11:00 AM,10-Feb-2026 05:00 PM,"O/O EXECUTIVE OFFICER, KEONJHARGARH MUNICIPALITY","O/O EXECUTIVE OFFICER, KEONJHARGARH MUNICIPALITY","7,558",Yes,fixed,,Nil,Nil,Special Repair of Road from Jayanta Sahoo house to Subal Kishor Sahoo house in Ward No-15,Special Repair of Road from Jayanta Sahoo house to Subal Kishor Sahoo house in Ward No-15,Please refer Tender documents. ,NA ,"7,55,800",Civil Works - Others,NA ,Tender,90.0,120.0,KEONJHARGARH MUNICIPALITY,758001.0,NA ,NA ,NA ,"O/O EXECUTIVE OFFICER, KEONJHARGARH MUNICIPALITY",No ,No,"4,720",0.0,Nil,Nil,No,AOC,"EO, KEONJHARGARH",Internal,03 NOS,Lalit Kumar Naik,08-May-2026 04:14 PM,finsummary_578426.pdf (108.65 KB),"EO, KEONJHARGARH",Internal,03 nos,Lalit Kumar Naik,08-May-2026 04:12 PM,techsummary_578426.pdf (108.65 KB),08-May-2026,"INR 576,513",120.0,Lalit Kumar Naik,08-May-2026 04:17 PM,puspanaik.pdf (109.00 KB),WORK ORDER,Municipal Bodies||Keonjhargarh Municipal Council,2026_ORULB_125106_44,ODULB_KGM_21/2025-2026,Special Repair of Road from Jayanta Sahoo house to Subal Kishor Sahoo house in Ward No-15,1.0,3388955.0,PUSPA NAIK,INR,"576,513",1,3390612,NARENDRA NAIK,10-Feb-2026 02:01 PM,Rejected-AOC,DISQUALIFIED,08-May-2026 04:17 PM,Finance,02 nos bidder,Lalit Kumar Naik,11-Feb-2026 06:23 PM,finance_578426.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3388955,PUSPA NAIK,09-Feb-2026 09:09 PM,Accepted-AOC,QUALIFIED,08-May-2026 04:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3390699,SUJATA PANDA,10-Feb-2026 02:20 PM,Rejected-AOC,DISQUALIFIED,08-May-2026 04:17 PM,,,,,,,AOC
