Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
,,,,,,11,3179744,BYASADEBA SAHU,04-Nov-2025 06:17 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3170885,DOLAMANI CHOUDHURY,31-Oct-2025 10:42 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3193150,DUSILA SAHU,07-Nov-2025 03:34 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3182473,GUPTESWAR KAND,04-Nov-2025 09:08 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3193052,HITESH KUMAR SHARMA,07-Nov-2025 04:37 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,3180640,Jagnyasen Panda,05-Nov-2025 01:31 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,3193650,KESHAV SHARMA,07-Nov-2025 02:11 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18,3194339,Madan Nayak,07-Nov-2025 04:26 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19,3190434,MEENA DEVI,06-Nov-2025 09:14 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20,3171793,NEMICHAND AGRAWAL,04-Nov-2025 04:05 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21,3181753,Omprasad Sahu,07-Nov-2025 10:15 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,22,3185681,POOJA MITTAL,05-Nov-2025 06:50 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,23,3194263,PRAKASHINI PATTJOSHI,07-Nov-2025 03:51 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,24,3193717,PRATAP KISHOR NAIK,07-Nov-2025 04:50 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,25,3191444,PRINCE KUMAR GUPTA,07-Nov-2025 12:29 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,26,3176454,RAJESH DAS,05-Nov-2025 11:15 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,27,3186223,RANKANIDHI MEHER,06-Nov-2025 06:25 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,28,3190776,SANJEEB KUMAR AGRAWAL,07-Nov-2025 06:55 AM,Accepted-AOC,as per transparent lottery system,25-May-2026 05:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,29,3185414,SARITA SAHOO,07-Nov-2025 01:55 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,30,3173013,SAROJ KANTA NAIK,06-Nov-2025 10:12 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,31,3178616,SHASHI BHUSAN PRAHARAJ,04-Nov-2025 11:40 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,32,3191247,SITESH KUMAR NAHAK,06-Nov-2025 11:42 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,33,3193536,SUDHANSU SEKHAR BEHERA,07-Nov-2025 01:55 PM,Rejected-Technical,Non Qualified,19-Jan-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,34,3181936,SURENDRA KUMAR RANA,06-Nov-2025 12:25 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,35,3181891,TANKADHAR MEHER,05-Nov-2025 12:20 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,36,3183477,TAPAN SAHU,05-Nov-2025 11:37 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,37,3192607,TULASIRAM SAHU,07-Nov-2025 11:31 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,38,3182113,UDAYANATH CHHATRIA,06-Nov-2025 02:04 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,39,3184494,UPENDRA KUMAR BHOI,05-Nov-2025 11:01 PM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,40,3190980,VIVEK KUMAR AGRAWAL,07-Nov-2025 05:37 AM,Rejected-Finance,As per transparent lottery system,19-Jan-2026 05:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
