S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,04-Sep-2025 10:00 AM,16-Sep-2025 11:00 AM,04-Sep-2025 10:00 AM,15-Sep-2025 05:30 PM,NA ,NA ,04-Sep-2025 10:00 AM,15-Sep-2025 05:30 PM,"5,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate,GSTIN,PAN,Affidavit,no relationship certificate as per DTCN","SE MI,Office,Khordha","O/o SE MI,Office,Khordha",Repair to Champajhara CD in Banpur Block of Khordha District under Impt. to CD scheme for the year 2025-26,Repair to Champajhara CD in Banpur Block of Khordha District under Impt. to CD scheme for the year 2025-26,Please refer tender documents ,NA ,"5,07,771",Civil Works - Water Works,NA ,Tender,60.0,90.0,Khordha,752055.0,NA ,NA ,NA ,"SE MI,Office,Khordha",No ,No,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",TCN-08/25-26,2025_CEMIB_117562_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,SEMIDKHORDHA,Internal,sedaoaee,Sushant Muna,01-Dec-2025 12:49 AM,techsummary_550989.pdf (200.99 KB),SEMIDKHORDHA,Internal,sedaoaee,Sushant Muna,01-Dec-2025 12:51 AM,finsummary_550989.pdf (200.99 KB),Finance,3nosbidderarequalified,Sushant Muna,01-Dec-2025 12:30 AM,finance_550989.pdf,BOQ Comparative Chart,14-May-2026,"INR 419,250.44",90.0,Sushant Muna,14-May-2026 12:42 PM,champajharawo.pdf (1064.00 KB),winner of lottery,1,3081328,ASHOK BHOLA,15-Sep-2025 02:16 PM,Rejected-Finance,Rejected,01-Dec-2025 12:51 AM,1.0,3080626.0,PRAFULLA KUMAR SUBUDHI,INR,"419,250.44","CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",2025_CEMIB_117562_13,TCN-08/25-26,Repair to Champajhara CD in Banpur Block of Khordha District under Impt. to CD scheme for the year 2025-26,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3071044,KEDARNATH ROUTARAY,13-Sep-2025 03:15 PM,Rejected-Finance,Rejected,01-Dec-2025 12:51 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3080626,PRAFULLA KUMAR SUBUDHI,15-Sep-2025 11:35 AM,Accepted-AOC,winner of lottery,14-May-2026 12:43 PM,,,,,,,,,,AOC
