Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
"4,000",Nil,Nil,No,07-Feb-2026 06:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 06:00 PM,16-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,16-Feb-2026 05:00 PM,1.0,ICICI BANK,Rourkela Municipal Corporation,MC/RMC/08/2026,2026_RMC_125706_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, GST, Paper Cost and other documents as per DTCN","7,620",Yes,fixed,,Nil,Nil,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela",Renovation of Drain From M 21 To HIG 1 Phase 1 ward No 15 Chhend Under RMC Rourkela,Works,Please refer Tender documents. ,NA ,"7,62,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,AOC,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,25-Mar-2026 01:13 PM,techsummary_580128.pdf (4130.57 KB),1,3398041,AMULYA KUMAR SETHI,16-Feb-2026 12:16 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,Finance,EMD refund,Birendra Nanda,25-Mar-2026 12:39 PM,finance_580128.pdf,BOQ Comparative Chart,1.0,3399001.0,NIRANJAN SWAIN,INR,"762,149.46",11-May-2026,"INR 762,149.46",30.0,Manas Biswal,11-May-2026 12:19 PM,BID08.pdf (4131.00 KB),Awarded to Niranjan Swain,Rourkela Municipal Corporation,2026_RMC_125706_6,MC/RMC/08/2026,Renovation of Drain From M 21 To HIG 1 Phase 1 ward No 15 Chhend Under RMC Rourkela,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,11-May-2026 11:50 AM,finsummary_580128.pdf (4130.56 KB),AOC
,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3393127,BRAJA MOHAN BEURA,12-Feb-2026 03:29 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3397651,CHAKRA TANTY,16-Feb-2026 09:43 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3398909,KAVYA CONSTRUCTION,16-Feb-2026 03:02 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3398495,MANORANJAN JENA,16-Feb-2026 01:52 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3398167,MITRA SEKHAR PARIDA,16-Feb-2026 12:38 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3398578,MS KANHA CONSTRUCTION,16-Feb-2026 01:52 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3397805,M/S OM CONSTRUCTION,16-Feb-2026 11:07 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3399001,NIRANJAN SWAIN,16-Feb-2026 03:30 PM,Accepted-AOC,By The Tender Committee,11-May-2026 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3398128,PRAFULLA CHANDRA PARIDA,16-Feb-2026 12:30 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
