S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3180982.0,Akhyaya Kumar Sahu,INR,"3,025,210",Municipal Bodies||Gunupur Municipal Council,2025_ORULB_119908_14,GUN-MUN-77/2025-26,Construction of Road from Gula Street to Smashan Ghat of Marathiguda in ward No.18,1,3170031,Abani Ranjan Panigrahi,31-Oct-2025 04:12 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:52 PM,06-May-2026,"INR 3,025,210",120.0,Dandapati Yudhistir,06-May-2026 08:59 PM,14wk.pdf (355.00 KB),the total contract value includes GST,Finance,opened,Santosha Kumar Naik,25-Nov-2025 08:59 PM,finance_557423.pdf,BOQ Comparative Chart,Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 09:52 PM,finsummary_557423.pdf (2814.63 KB),Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 06:39 PM,techsummary_557423.pdf (1178.67 KB),AOC,Construction of Road from Gula Street to Smashan Ghat of Marathiguda in ward No.18,Construction of Road from Gula Street to Smashan Ghat of Marathiguda in ward No.18,Please refer Tender documents. ,NA ,"30,15,840",Civil Works - Roads,NA ,Tender,90.0,120.0,Gunupur municipality,765022.0,NA ,NA ,NA ,Municipality office Gunupur,No ,No,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-77/2025-26,2025_ORULB_119908_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive officer Gunupur municipality,Executive officer Gunupur municipality,23-Oct-2025 11:00 AM,07-Nov-2025 11:00 AM,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,"30,158",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT DTCN,AOC
,,,,,,,,,2,3180982,Akhyaya Kumar Sahu,04-Nov-2025 04:17 PM,Accepted-AOC,Successful bidder in transparent lottery process,06-May-2026 08:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC
,,,,,,,,,3,3179881,CHANDRA SEKHAR SAHUKAR,04-Nov-2025 11:36 AM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3176646,GUNTAMUKALA GOWRI SANKAR RAO,03-Nov-2025 06:11 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3188520,KRUSHNA CHANDRA PRUSTY,06-Nov-2025 04:43 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Invalid Bid(GST suspended from 01.04.205),25-Nov-2025 08:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3189299,RADHA KRUSHNA PRADHAN,06-Nov-2025 02:53 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3185155,RAKESH KUMAR PATRO,05-Nov-2025 05:45 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,3180465,TIRUPATI PRASAD PANIGRAHI,04-Nov-2025 05:33 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
