Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Total 11 nos Bidder,Ganesh Chandra Hembram,15-May-2026 01:04 PM,finance_582519.pdf,BOQ Comparative Chart,27-May-2026,"INR 2,071,701",15.0,Ganesh Chandra Hembram,27-May-2026 01:39 PM,1845.pdf (628.00 KB),1,3415443,BIDYADHAR BARIK,01-Mar-2026 06:52 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,1.0,3412276.0,Sarojinee Barik,INR,"2,071,701",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2026_CERWI_126437_26,TCN 19 of 2025-26,"Periodical Maintenance to Ichhapur-Dolasahi,Via Harishankarpur Road for the Year 2025-26",Executive Engineer,Internal,,Ganesh Chandra Hembram,18-May-2026 10:37 AM,techsummary_582519.pdf (129.56 KB),Executive Engineer,Internal,,Ganesh Chandra Hembram,27-May-2026 12:38 PM,finsummary_582519.pdf (129.56 KB),AOC,1.0,ICICI BANK,Executive Engineer,"O/O the Superintending Engineer, R.W.Division, Bhadrak",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN 19 of 2025-26,2026_CERWI_126437_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"24,370",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,TCN,"Periodical Maintenance to Ichhapur-Dolasahi,Via Harishankarpur Road for the Year 2025-26",Repairs of Roads,"PAN,GST,RC and other relevant document as per DTCN ",NA ,"24,37,008",Civil Works - Roads,NA ,Tender,90.0,15.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/OtheSuperintendingEngineer,R.W.Division,Bhadrak",No ,No,23-Feb-2026 03:00 PM,02-Mar-2026 02:00 PM,23-Feb-2026 03:00 PM,02-Mar-2026 12:00 PM,23-Feb-2026 03:00 PM ,02-Mar-2026 11:00 AM ,23-Feb-2026 03:00 PM,02-Mar-2026 12:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3415754,CHINTAMANI SAHOO,02-Mar-2026 01:34 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3415566,DIPTI RANJAN RAYSARDAR,01-Mar-2026 08:19 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3415249,JYOTIRMAYA NAYAK,01-Mar-2026 12:57 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Corrigendum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3413167,PADMINA SAMAL,02-Mar-2026 09:17 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3412066,PARESH KUMAR MOHANTY,27-Feb-2026 06:08 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3416113,Parichaya Nayak,02-Mar-2026 11:54 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3415223,Priya Ranjan Senapati,01-Mar-2026 12:18 PM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3415892,SANTI SWARUP MISHRA,02-Mar-2026 10:47 AM,Rejected-AOC,Unsuccessful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3412276,Sarojinee Barik,26-Feb-2026 10:48 AM,Accepted-AOC,Successful Bidder selected through transparent lottery system.,27-May-2026 01:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
