Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
06-Feb-2024 01:00 PM,15-Feb-2024 11:30 AM,06-Feb-2024 01:00 PM,13-Feb-2024 05:00 PM,NA ,NA ,06-Feb-2024 01:00 PM,13-Feb-2024 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"EMD, GST, PAN, EPF and ESI, RC and Tender Cost","Executive Engineer-III, BDA, Bhubaneswar.","Office of the Executive Engineer-III, BDA, Bhubaneswar.","53,432",Yes,percentage,1.0%,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE,BDA Division III","BDA/18-EE-III/2023-24, Dated-01/02/2024",2024_BDABU_100667_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Raising of Compound wall in rear side area of Guru Kelu Charan Mohapatra Park, Gadakana, Bhubaneswar","Raising of Compound wall in rear side area of Guru Kelu Charan Mohapatra Park, Gadakana, Bhubaneswar",Please refer Tender documents. ,NA ,"53,43,206",Civil Works - Others,NA ,Tender,90.0,60.0,BHUBANESWAR,751001.0,NA ,NA ,NA ,"Executive Engineer-III, BDA, Bhubaneswar.",No ,No,AOC,"EXECUTIVE ENGINEER-III, BDA, BHUBANESWAR.",Internal,"Estimator, DAO-III and AEE-V under Division No.III, BDA, Bhubaneswar.",Ambika Prasad Mohanty,22-Mar-2024 01:51 PM,finsummary_490282.pdf (793.40 KB),"Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE,BDA Division III",2024_BDABU_100667_1,"BDA/18-EE-III/2023-24, Dated-01/02/2024","Raising of Compound wall in rear side area of Guru Kelu Charan Mohapatra Park, Gadakana, Bhubaneswar",1.0,2437602.0,ABHIMANYUPATI,INR,"4,542,260",Finance,Bid documents downloaded and evaluation under process.,Ambika Prasad Mohanty,22-Mar-2024 01:28 PM,,BOQ Comparative Chart,20-May-2026,"INR 4,542,260",60.0,Ambika Prasad Mohanty,20-May-2026 01:19 PM,AoCkelu.pdf (401.00 KB),Date of Commencement 07/06/2024 and Date of Completion 05/08/2024,1,2437602,ABHIMANYUPATI,13-Feb-2024 10:42 AM,Accepted-AOC,As per transparent lottery system.,20-May-2026 01:19 PM,"EXECUTIVE ENGINEER-III, BDA, BHUBANESWAR.",Internal,"DAO-III, Estimator and AEE-V under Division No.III, BDA, Bhubaneswar.",Ambika Prasad Mohanty,22-Mar-2024 01:48 PM,techsummary_490282.pdf (793.40 KB),AOC
,,,,,,,,,,.pdf,All other documents as per DTCN,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2437033,ASHWINI BARAL,12-Feb-2024 07:05 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2436679,ASISH KUMAR GOUDA,12-Feb-2024 04:35 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2438202,DILLIP KUMAR MOHAPATRA,13-Feb-2024 02:13 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2438493,JYOTI RANJAN PATTANAIK,13-Feb-2024 04:06 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2438548,M/S SHREE MAA CONSTRUCTION,13-Feb-2024 04:43 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2438203,Noor_Amin_Al_azmi,13-Feb-2024 02:33 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2437819,S.R CONSTRUCTIONS PROP-SUJATA RAY,13-Feb-2024 12:02 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2438067,SUDARSAN MOHARANA,13-Feb-2024 01:25 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2435115,TOTALWAY LOGISTICS AND INFRASTRUCTURE PVT LTD,12-Feb-2024 12:23 PM,Rejected-Finance,As per transparent lottery system,22-Mar-2024 01:51 PM,,,,,,,AOC
