Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Finance,11 nos bidder participated in the tender,Priyambada Swain,20-Feb-2026 04:59 PM,,BOQ Comparative Chart,Chief Construction Engineer,Internal,SuperintendingEngineerRWDivisionPuriSrDAORWDivision Bhubaneswar PAtoC.C.ECentralRuralWorksCircleBBSR,Priyambada Swain,17-Feb-2026 01:32 PM,20-Feb-2026 04:00 PM,techsummary_555480.pdf (936.15 KB),26-May-2026,"INR 29,041,933",365.0,Priyambada Swain,26-May-2026 04:13 PM,BalianallahAgmtDetails.pdf (1470.00 KB),"Work order letter No.5269 dt.04.05.2026 and Agmt No.02 P1 of 2026-27 dtd.04.05.2026 of Superintending Engineer, Rural Works Division, Bhubaneswar",1,3132761,ABHIJEET BOSE,17-Oct-2025 04:08 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,1.0,3132882.0,MANOJ KUMAR BARIK,INR,"29,041,933",Chief Construction Engineer,Internal,SuperintendingEngineerRWDivisionPuriSrDAORWDivision Bhubaneswar PAtoC.C.ECentralRuralWorksCircleBBSR,Priyambada Swain,26-May-2026 04:09 PM,finsummary_555480.pdf (245.73 KB),CE RW I||RWCIRCLE-BHUBANESWAR,2025_CERWI_119347_1,Tender Online C.C-18 of 2025,Construction H.L Bridge over Balia Nallah at 1st Km on Parabola to Nimuna Road in the District of Khordha under SBY for the year 2024-25,Technical,11 nos bidder participated in the tender,Priyambada Swain,22-Oct-2025 05:30 PM,,AOC,"3,05,672",Yes,percentage,1.0%,Nil,Nil,Construction H.L Bridge over Balia Nallah at 1st Km on Parabola to Nimuna Road in the District of Khordha under SBY for the year 2024-25,Construction H.L Bridge over Balia Nallah at 1st Km on Parabola to Nimuna Road in the District of Khordha under SBY for the year 2024-25,Please refer Tender documents. ,NA ,"3,05,67,239",Civil Works - Bridges,NA ,Tender,90.0,365.0,Bhubaneswar,751022.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online C.C-18 of 2025,2025_CERWI_119347_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate",11-Oct-2025 06:55 PM,18-Oct-2025 11:00 AM,11-Oct-2025 06:55 PM,17-Oct-2025 05:00 PM,NA ,NA ,11-Oct-2025 06:55 PM,17-Oct-2025 05:00 PM,20-Feb-2026 04:00 PM,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Chief Construction Engineer,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",AOC
,,,,,,,,,,,,,,,,,,,,2,3132646,G.B.S CONSTRUCTIONS,17-Oct-2025 03:03 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3132507,KRISHNAKANTA MANGARAJ,17-Oct-2025 02:08 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3132472,MAHENDRA PRASAD BEHERA,17-Oct-2025 01:42 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3132882,MANOJ KUMAR BARIK,17-Oct-2025 04:58 PM,Accepted-AOC,Accepted,26-May-2026 04:13 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3132505,NILIMA MEHER,17-Oct-2025 02:07 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3131041,RAJIV KUMAR BISWAL,17-Oct-2025 12:45 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3129693,RAMAKRISHNA PAIKARAY,15-Oct-2025 04:29 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3127744,Shaikh Sahanwaz,17-Oct-2025 01:20 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3132481,Subash Chandra Mohanty,17-Oct-2025 01:51 PM,Rejected-Finance,Other than L1,26-May-2026 04:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
