S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,3097483.0,BHAGIRATHI SAHOO,INR,"53,563,983",C.C.E.R.W.Circle Cuttack,Internal,"SERWDIVISION, CUTTACK DAO RW DIVISION JAGATSINGHPUR PA TO CCE",Usharani Behera,18-Dec-2025 01:51 PM,finsummary_552571.pdf (404.13 KB),Technical,total 5 nos document downloaded,Usharani Behera,26-Sep-2025 12:04 PM,,CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_118037_1,Tender Online RWC-16-25,Construction of road from Anatapur to Athagharia via Pariabilla road under MMSY-TRIP in the District of Jagatsinghpur for the year 2024-25,Finance,total 5 nos document downloaded,Usharani Behera,27-Oct-2025 05:51 PM,,BOQ Comparative Chart,C.C.E.R.W.Circle Cuttack,Internal,"SERWDIVISION, CUTTACK DAO RW DIVISION JAGATSINGHPUR PA TO CCE",Usharani Behera,25-Oct-2025 01:16 PM,27-Oct-2025 05:30 PM,techsummary_552571.pdf (299.97 KB),1,3097483,BHAGIRATHI SAHOO,24-Sep-2025 07:21 PM,Accepted-AOC,Agmt drawn,27-May-2026 04:55 PM,27-May-2026,"INR 53,563,983",270.0,Ajay Kumar Behera,27-May-2026 04:55 PM,agmt.pdf (145.00 KB),Agmt drawn,AOC,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-16-25,2025_CERWI_118037_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of road from Anatapur to Athagharia via Pariabilla road under MMSY-TRIP in the District of Jagatsinghpur for the year 2024-25,Construction of road from Anatapur to Athagharia via Pariabilla road under MMSY-TRIP in the District of Jagatsinghpur for the year 2024-25,Please refer Tender documents. ,NA ,"6,30,09,038",Civil Works - Roads,NA ,Tender,90.0,270.0,Jagatsinghpur,753004.0,NA ,NA ,NA ,C.C.E.R.W. Circle Cuttack,No ,No,"6,30,090",Yes,percentage,1.0%,Nil,Nil,C.C.E.R.W. Circle Cuttack,C.C.E.R.W. Circle Cuttack,13-Sep-2025 06:55 PM,26-Sep-2025 11:30 AM,13-Sep-2025 06:55 PM,25-Sep-2025 05:00 PM,13-Sep-2025 06:55 PM ,25-Sep-2025 02:00 PM ,13-Sep-2025 06:55 PM,25-Sep-2025 05:00 PM,27-Oct-2025 05:30 PM,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3094245,DEBASIS PATI,24-Sep-2025 12:56 PM,Rejected-Finance,Unsuccessful lotterybidder,18-Dec-2025 01:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3098222,HRUSHIKESH SWAIN,25-Sep-2025 10:57 AM,Rejected-Finance,Unsuccessful lotterybidder,18-Dec-2025 01:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand checklist machineries as",,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3099989,M/S. RAGHUNATH KANDI,25-Sep-2025 01:56 PM,Rejected-Finance,Unsuccessful lotterybidder,18-Dec-2025 01:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3099776,ULASH CHANDRA BISWAL,25-Sep-2025 04:44 PM,Rejected-Finance,L2,18-Dec-2025 01:51 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
