Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Improvement of Sunapali to Dhankauda via Putapali road from 0-000 km to 1-570 km in the district of Sambalpur under State Plan for the year 2025-26,ROAD WORK,Please refer Tender documents. ,NA ,"1,17,61,935",Civil Works - Roads,NA ,Tender,90.0,90.0,SAMBALPUR,768001.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC (R AND B) /13/ 2025-26,2025_EICCL_120884_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,07-Nov-2025 05:00 PM,25-Nov-2025 11:00 AM,07-Nov-2025 05:00 PM,24-Nov-2025 05:00 PM,07-Nov-2025 05:00 PM ,14-Nov-2025 05:00 PM ,07-Nov-2025 05:00 PM,24-Nov-2025 05:00 PM,30-Jan-2026 11:00 AM,"1,17,700",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit",AOC,CCE NC SBP,Internal,,Hemant Naik,13-May-2026 05:35 PM,finsummary_562285.pdf (2350.50 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2025_EICCL_120884_2,CCENC (R AND B) /13/ 2025-26,Improvement of Sunapali to Dhankauda via Putapali road from 0-000 km to 1-570 km in the district of Sambalpur under State Plan for the year 2025-26,Technical,TECHNICAL BID OPENED,SUCHISMITA SAHU,06-Dec-2025 07:46 PM,,1.0,3251282.0,ABHIJEET PATI,INR,"9,998,821",1,3251282,ABHIJEET PATI,24-Nov-2025 04:02 PM,Accepted-AOC,AGT DRAWN,13-May-2026 05:40 PM,13-May-2026,"INR 9,998,821",90.0,Hemant Naik,13-May-2026 05:40 PM,AGTSUNAPLI.pdf (1812.00 KB),AGT DRAWN,Finance,FINANCIAL BID OPENED,Hemant Naik,30-Jan-2026 11:23 AM,,BOQ Comparative Chart,CCE NC SBP,Internal,,SUCHISMITA SAHU,28-Jan-2026 02:05 PM,30-Jan-2026 11:00 AM,techsummary_562285.pdf (363.01 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,AOC,,,,,,,,,,,,,,,,,,,,,2,3251093,ASHRAF ROSE,24-Nov-2025 03:31 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other related documents as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,3,3251523,JAYSHREE MATADI TRADERS,24-Nov-2025 04:45 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY (BOQ),AOC,,,,,,,,,,,,,,,,,,,,,4,3251515,MD SIFAN NOOR,24-Nov-2025 04:45 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3251496,NILA MADHAB SAHU,24-Nov-2025 04:39 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3250369,RANAKESHAREE SAHOO,24-Nov-2025 01:07 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3245706,RUDRAMANI PODHA,22-Nov-2025 11:02 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3243641,SAYED ABDUL SIRAJ,22-Nov-2025 05:36 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3236242,Sayed Sanaulla,22-Nov-2025 05:55 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,28-Jan-2026 02:05 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3245712,SYED AHESANULLAH,24-Nov-2025 01:42 PM,Rejected-Finance,UNSUCCESSFUL THROUGH TRANSPARENT LOTTERY SYSTEM,13-May-2026 05:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
