Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",20-Dec-2025 01:00 PM,05-Jan-2026 11:00 AM,20-Dec-2025 01:00 PM,31-Dec-2025 05:00 PM,NA ,NA ,20-Dec-2025 01:00 PM,31-Dec-2025 05:00 PM,Construction of C.C. road and drain raising from Chandini Chowk Bhagabati Mandir front Gali to Kaligali advocate Ashok Das res in Ward No. 13.,Construction of C.C. road and drain raising from Chandini Chowk Bhagabati Mandir front Gali to Kaligali advocate Ashok Das res in Ward No. 13.,Please refer Tender documents. ,NA ,"8,39,700",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753001.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane Badambadi, Dist C",No ,No,"Executive Engineer, CD-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",1,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No.17/2025-26,2025_ORULB_123292_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,"8,400",Yes,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,16-Mar-2026 01:07 PM,finsummary_572466.pdf (397.10 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_123292_8,MC(CMC)CTC_Div-I_No.17/2025-26,Construction of C.C. road and drain raising from Chandini Chowk Bhagabati Mandir front Gali to Kaligali advocate Ashok Das res in Ward No. 13.,1.0,3340818.0,SHIBA SANKAR SETHI,INR,"839,700",Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified.,Subas Chandra Sahoo,06-Jan-2026 12:06 PM,finance_572466.pdf,BOQ Comparative Chart,16-Mar-2026,"INR 839,700",60.0,Subas Chandra Sahoo,16-Mar-2026 01:09 PM,2025_ORULB_123292_8.pdf (397.00 KB),Work Order,1,3331562,MD AZHAR,30-Dec-2025 11:18 PM,Rejected-AOC,Rejected,16-Mar-2026 01:09 PM,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,16-Mar-2026 01:05 PM,techsummary_572466.pdf (397.10 KB),AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3340818,SHIBA SANKAR SETHI,30-Dec-2025 08:59 PM,Accepted-AOC,Accepted,16-Mar-2026 01:09 PM,,,,,,,AOC
