S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,11-Feb-2026 11:00 AM,23-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,21-Feb-2026 04:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,21-Feb-2026 04:00 PM,Executive Officer,"Executive Officer, Rajgangpur Municipality,Rajgangpur Municipality, Dist-Sundargarh","5,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Rajgangpur Municipality,EO/RGP/06 of 2025-26,2026_ORULB_125800_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT.",Construction of Kalyan Mandap at Shiv Mandir Mission Hata at Ward no. 20.,Construction of Kalyan Mandap at Shiv Mandir Mission Hata at Ward no. 20.,Please refer Tender documents ,NA ,"5,00,000",Civil Works - Others,NA ,Tender,90.0,90.0,Rajgangpur Municipality,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,AOC,Madhuri Lugun,Internal,,Gobinda Dansena,23-Mar-2026 04:05 PM,finsummary_580587.pdf (999.06 KB),Municipal Bodies||Rajgangpur Municipality,2026_ORULB_125800_5,EO/RGP/06 of 2025-26,Construction of Kalyan Mandap at Shiv Mandir Mission Hata at Ward no. 20.,1.0,3406602.0,NELIMA HARSHITA TOPPO,INR,"500,000",Finance,ok,Gobinda Dansena,23-Mar-2026 03:45 PM,,BOQ Comparative Chart,23-Mar-2026,"INR 500,000",90.0,Gobinda Dansena,23-Mar-2026 04:08 PM,5.pdf (109.00 KB),1,3406194,AMIYA RANJAN DAS,20-Feb-2026 09:33 PM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,Madhuri Lugun,Internal,,Gobinda Dansena,23-Mar-2026 04:02 PM,techsummary_580587.pdf (999.06 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3404580,AMRUS BAXLA,19-Feb-2026 05:13 PM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3405086,BHARAT CONSTRUCTION,20-Feb-2026 12:02 AM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3406782,CLEMENT KERKETTA,21-Feb-2026 02:06 PM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3406293,DEVESH AGRAWAL,21-Feb-2026 12:40 AM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3405057,GIRIJA PRASAD SAMAL,19-Feb-2026 10:32 PM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3406054,MALAYA CHARAN NAYAK,20-Feb-2026 06:17 PM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3406602,NELIMA HARSHITA TOPPO,21-Feb-2026 12:59 PM,Accepted-AOC,Selected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3406242,REKHA DAS,20-Feb-2026 11:03 PM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3404419,SRUTI LAKRA,20-Feb-2026 10:40 AM,Rejected-AOC,Rejected,23-Mar-2026 04:08 PM,,,,,,,AOC
