Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
600.0,0.0,Nil,Nil,No,"1,695",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN and as per DTCN","Executive Officer, Nilgiri NAC","Nilgiri NAC, Nilgiri, Balasore, 756040",1.0,Corrigendum for Technical BID,Technical Bid,,Construction of Pucca Ghat at Parida sahi Tank in W.N. 10 under Nilgiri N.A.C,Construction of Pucca Ghat at Parida sahi Tank in W.N. 10 under Nilgiri N.A.C,Please refer Tender documents. ,NA ,"1,69,491",Civil Works - Others,NA ,Tender,180.0,NA ,Nilgiri NAC,756040.0,NA ,NA ,NA ,O/O Nilgiri NAC,No ,No,1.0,ICICI BANK,07-Feb-2026 10:00 AM,17-Feb-2026 11:00 AM,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 05:00 PM,Municipal Bodies||Nilgiri NAC,NLGN_06-MSBY/2025-26,2026_ORULB_125660_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Municipal Bodies||Nilgiri NAC,2026_ORULB_125660_9,NLGN_06-MSBY/2025-26,Construction of Pucca Ghat at Parida sahi Tank in W.N. 10 under Nilgiri N.A.C,"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,18-Mar-2026 11:42 AM,finsummary_579802.pdf (441.69 KB),Finance,All Contractors have quoted SOR and accepted,Ansuman Parida,21-Feb-2026 01:34 PM,finance_579802.pdf,BOQ Comparative Chart,1.0,3393278.0,RAJKISHORE GAAN,INR,"169,491",18-Mar-2026,"INR 169,491",30.0,Ansuman Parida,18-Mar-2026 11:45 AM,WO9.pdf (313.00 KB),1,3394642,DEEPAK KUMAR NAYAK,13-Feb-2026 03:33 PM,Rejected-AOC,L11,18-Mar-2026 11:46 AM,"Chairman, Nilgiri NAC",Internal,,Ansuman Parida,23-Feb-2026 01:07 PM,techsummary_579802.pdf (441.69 KB),AOC
,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3395002,DHARAMJIT NAYAK,13-Feb-2026 02:50 PM,Rejected-AOC,L15,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3394777,KRUTIBASH NANDA,13-Feb-2026 12:57 PM,Rejected-AOC,L12,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3393542,M/S UDAYA JYOTI MOHANTY,12-Feb-2026 09:13 PM,Rejected-AOC,L5,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3393194,NILAMBAR MOHAPATRA,12-Feb-2026 07:36 AM,Rejected-AOC,L4,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3394246,PARTHASARATHI NAYAK,12-Feb-2026 09:20 PM,Rejected-AOC,L6,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3394940,Pritam Kumar Mallik,13-Feb-2026 02:13 PM,Rejected-AOC,L13,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3394564,RABINDRA NATH PARIDA,13-Feb-2026 12:52 PM,Rejected-AOC,L10,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3393278,RAJKISHORE GAAN,12-Feb-2026 10:39 AM,Accepted-AOC,L1,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3393679,RAMAKRUSHNA MOHAPATRA,12-Feb-2026 05:30 PM,Rejected-AOC,L2,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3393022,SHATRUGHNA PRUSHTI,11-Feb-2026 10:24 PM,Rejected-AOC,L3,18-Mar-2026 11:46 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3393749,SITARAM PATRA,12-Feb-2026 03:17 PM,Rejected-AOC,L7,18-Mar-2026 11:46 AM,,,,,,,AOC
