Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TP cost EMD GST PAN Civil and HT License Joint Venture Experience RIG documents as per DTCN,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,2025_OLIC_119933_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Installation and energisation of Meghamari TW LIP under Baripada Block in Mayurbhanj District,Installation and energisation of Meghamari TW LIP under Baripada Block in Mayurbhanj District,Please refer Tender documents. ,NA ,"21,22,581",Civil Works - Lift Irrigation Schemes,NA ,Tender,365.0,90.0,Baripada,757002.0,NA ,NA ,NA ,"EE, M.L.I Division, Baripada",No ,No,"7,080",0.0,Nil,Nil,No,24-Oct-2025 11:00 AM,06-Nov-2025 11:00 AM,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,24-Oct-2025 11:00 AM ,03-Nov-2025 05:00 PM ,24-Oct-2025 11:00 AM,04-Nov-2025 05:00 PM,07-Jan-2026 10:00 AM,"21,226",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"EE, M.L.I Division, Baripada","EE, M.L.I Division, Baripada, Infront of Stadium near Chhou Padia, Bhonjpur, Baripada, Mayurbhanj 757002 Odisha",AOC,Jogindra Ratha,Internal,,JOGINDRA RATHA,12-Mar-2026 12:16 PM,finsummary_557573.pdf (362.33 KB),Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Baripada,2025_OLIC_119933_22,BID ID NO. 5480 (OLIC/2025-26) DATED 08.10.2025,Installation and energisation of Meghamari TW LIP under Baripada Block in Mayurbhanj District,Technical,Accepted,JOGINDRA RATHA,06-Jan-2026 01:49 PM,technical_557573.pdf,1.0,3176247.0,RANJIT SAHOO,INR,"2,379,664",16-Mar-2026,"INR 2,379,664",90.0,JOGINDRA RATHA,16-Mar-2026 12:19 PM,Meghamari.pdf (362.00 KB),1,3176247,RANJIT SAHOO,04-Nov-2025 01:26 PM,Accepted-AOC,L1,16-Mar-2026 12:19 PM,Finance,Accepted,JOGINDRA RATHA,06-Mar-2026 12:03 PM,finance_557573.pdf,BOQ Comparative Chart,Jogindra Ratha,Internal,,JOGINDRA RATHA,06-Jan-2026 09:50 PM,07-Jan-2026 10:00 AM,techsummary_557573.pdf (1472.25 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3181376,TECHNO TRADING CORPORATION,04-Nov-2025 04:11 PM,Rejected-Finance,Due to L3,12-Mar-2026 12:16 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3180689,Transpower,04-Nov-2025 03:48 PM,Rejected-AOC,L2,16-Mar-2026 12:19 PM,,,,,,,,,,,,,,AOC
