S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,"Laying of Drain Cover Slab Drain from College Field to Mukundi Field ,Kuchinda Boys Hostel to Backside of Smart Park and Manoj Sahu House to Nath House, Ward no-7","Laying of Drain Cover Slab Drain from College Field to Mukundi Field ,Kuchinda Boys Hostel to Backside of Smart Park and Manoj Sahu House to Nath House, Ward no-7",As per DTCN ,NA ,"15,89,050",Civil Works - Others,NA ,Tender,90.0,60.0,Ward No-7 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"15,891",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur,Odisha",AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 01:27 PM,techsummary_582343.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag , Manaranjan Suna",Barun Kumar Sa,30-Mar-2026 12:02 PM,finsummary_582343.pdf (629.69 KB),Finance,Admitted,Nilamadhab Nag,09-Mar-2026 12:31 PM,finance_582343.pdf,BOQ Comparative Chart,1,3417293,AMIT AGRAWAL,03-Mar-2026 11:29 AM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_24,KCDA/NAC-9/2025-26,"Laying of Drain Cover Slab Drain from College Field to Mukundi Field ,Kuchinda Boys Hostel to Backside of Smart Park and Manoj Sahu House to Nath House, Ward no-7",1.0,3418144.0,BISHAL AGRAWAL,INR,"1,589,050.47",31-Mar-2026,"INR 1,589,050.47",60.0,Barun Kumar Sa,31-Mar-2026 11:51 AM,24.pdf (430.00 KB),Work order issued,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3418366,AMIT PRATAP SINGH,05-Mar-2026 01:40 AM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3419135,ATISH KUMAR AGARWAL,05-Mar-2026 03:58 PM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3418144,BISHAL AGRAWAL,04-Mar-2026 03:07 PM,Accepted-AOC,Awarded through lottery system,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3409298,DIPTI PANDA,04-Mar-2026 01:50 PM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3417176,GOBINDA SAHOO,03-Mar-2026 09:42 AM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3418522,GOVIND MEHER,04-Mar-2026 07:50 PM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3417881,KAPILASH NAYAK,03-Mar-2026 05:54 PM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3418485,LAXMI AGRAWAL,05-Mar-2026 08:28 AM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3420722,PRABIN PRATAP SINGH,05-Mar-2026 05:16 PM,Rejected-AOC,Rejected,31-Mar-2026 11:52 AM,,,,,,,,,,,,,,,,,AOC
