Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of tender paper cost and EMD, GSTIN, PAN, RC and Affidavit.",CCE Rand B CIRCLE BALANGIR,O/O CCE R and B CIRCLE BALANGIR,1.0,ICICI BANK,"2,36,000",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,CCE (R and B) BGR-07-2025-26,2025_EICCL_116075_9,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"CONSTRUCTION OF COMPOUND WALL WITH GATE APPROACH ROAD, DRAIN AND SITE DEVELOPMENT AT CHC, JAMGAON.",Building Work,Please refer tender documents ,NA ,"2,35,66,233",Civil Works - Buildings,NA ,Tender,90.0,270.0,balangir,767001.0,NA ,NA ,NA ,O/O CCE R and B CIRCLE BALANGIR,No ,No,25-Jul-2025 10:00 AM,08-Aug-2025 11:00 AM,25-Jul-2025 10:00 AM,07-Aug-2025 05:00 PM,25-Jul-2025 10:00 AM ,31-Jul-2025 05:00 PM ,25-Jul-2025 10:00 AM,07-Aug-2025 05:00 PM,22-Dec-2025 11:30 AM,AOC,1,3026138,ABDUL RAFIK,07-Aug-2025 12:53 PM,Accepted-AOC,Won in transparent lottery,09-Mar-2026 07:20 PM,26-Feb-2026,"INR 22,036,785",270.0,Tapan Kumar Behera,09-Mar-2026 07:20 PM,Abdul.pdf (516.00 KB),tapan kumar behera,Internal,,Tapan Kumar Behera,19-Dec-2025 06:01 PM,22-Dec-2025 11:30 AM,techsummary_547368.pdf (900.55 KB),Finance,32 Financial BIDS are opened.,Tapan Kumar Behera,23-Dec-2025 06:53 PM,finance_547368.pdf,BOQ Comparative Chart,Technical,The Technical bids of 35 (Thirty-Five) Nos. of bidders are opened for further consideration.,Tapan Kumar Behera,08-Aug-2025 07:17 PM,technical_547368.pdf,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,2025_EICCL_116075_9,CCE (R and B) BGR-07-2025-26,"CONSTRUCTION OF COMPOUND WALL WITH GATE APPROACH ROAD, DRAIN AND SITE DEVELOPMENT AT CHC, JAMGAON.",tapan kumar behera,Internal,,Tapan Kumar Behera,21-Jan-2026 07:34 PM,finsummary_547368.pdf (909.75 KB),1.0,3026138.0,ABDUL RAFIK,INR,"22,036,785",AOC
,,.pdf,Machineries and work Experience.,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3026661,ABHISEK PANIGRAHI,07-Aug-2025 11:05 AM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3018724,AJAY KUMAR AGRAWAL,30-Jul-2025 08:51 PM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3027006,AMREEN BANU,07-Aug-2025 03:08 PM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3026697,ANAND KUMAR PADHY,07-Aug-2025 11:13 AM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3023342,Bhodev Mahala,07-Aug-2025 12:42 PM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3026499,BIBEK KUMAR AGARWAL,07-Aug-2025 06:05 AM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3025087,BIJAY KUMAR AGRAWAL,05-Aug-2025 08:48 PM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3024378,BISHNUDUTTA MISHRA,05-Aug-2025 12:21 PM,Rejected-Technical,as per dtcn,19-Dec-2025 06:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3023943,BISWANATH NAIK,04-Aug-2025 10:22 PM,Rejected-Finance,Lost in lottery,21-Jan-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
