Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"11,800",Nil,Nil,No,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No. 42/OCCL/2025-26(on-line),2025_OCCL_117839_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,28,000",Yes,fixed,,Nil,Nil,Improvement of Service Road of Dhanei Distributary in between RD 20.46 KM to 22.96 KM of Dhanei Irrigation Project.,Improvement of Service Road of Dhanei Distributary in between RD 20.46 KM to 22.96 KM of Dhanei Irrigation Project.,AS PER DTCN. ,NA ,"2,28,04,314",Civil Works - Others,NA ,Tender,90.0,180.0,near Polsara town in Ganjam district.,756001.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,1.0,ICICI BANK,09-Sep-2025 06:00 PM,04-Oct-2025 12:00 PM,09-Sep-2025 06:00 PM,03-Oct-2025 05:30 PM,09-Sep-2025 06:00 PM ,15-Sep-2025 03:30 PM ,09-Sep-2025 06:00 PM,03-Oct-2025 05:30 PM,22-Oct-2025 11:30 AM,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.",AOC,Finance,Opened Successfully.,Pratap Chandra Chaudhury,22-Oct-2025 12:59 PM,,BOQ Comparative Chart,Technical,Opened Successfully.,Pratap Chandra Chaudhury,04-Oct-2025 04:01 PM,,1,3107072,BALARAM DALAI,03-Oct-2025 01:31 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,20-Dec-2025,"INR 19,385,947",180.0,Sarat Chandra Ghadei,12-Mar-2026 04:44 PM,AOC_DHANEI_DISTRIBUTARY.pdf (476.00 KB),AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,14-Nov-2025 04:45 PM,finsummary_551958.pdf (653.65 KB),MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,19-Oct-2025 01:27 PM,22-Oct-2025 11:30 AM,techsummary_551958.pdf (63.24 KB),1.0,3107162.0,Prajukta Mahapatra,INR,"19,385,947",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117839_1,E-procurement Notice No. 42/OCCL/2025-26(on-line),Improvement of Service Road of Dhanei Distributary in between RD 20.46 KM to 22.96 KM of Dhanei Irrigation Project.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",AOC,,,,,,,,,,,,2,3103528,Biranchi Narayan panda,30-Sep-2025 01:28 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,3,3107829,CHANDAN PRASAD PADHY,03-Oct-2025 04:55 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,3104010,Girish Kumar Tripathy,30-Sep-2025 10:23 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,3107574,Leaptree Engineers Pvt. Ltd.,03-Oct-2025 04:05 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,3106653,MAHENDRA PRADHAN,03-Oct-2025 12:53 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,3107269,M. DAMBURU,03-Oct-2025 04:08 PM,Rejected-Technical,Non - Responsive.,19-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,3103036,PADMA LOCHAN BISWAL,01-Oct-2025 07:36 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,3107162,Prajukta Mahapatra,03-Oct-2025 02:01 PM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,12-Mar-2026 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,3104284,Prakash Chandra Sahu,01-Oct-2025 12:53 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,14-Nov-2025 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
