Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN Affidavit and Required machinery as per DTCN,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 11 2025 26,2026_CERWI_124958_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"25,420",Yes,percentage,1.0%,Nil,Nil,SR to RD road to Boxaguda such as SDBC at Ch-0/000 to 2/000 Km in Nabarangpur Block for the year 2025 26,SR to RD road to Boxaguda such as SDBC at Ch-0/000 to 2/000 Km in Nabarangpur Block for the year 2025 26,Please refer to Tender documents ,NA ,"25,41,992",Civil Works - Roads,NA ,Tender,90.0,30.0,Nabarangpur,764059.0,NA ,NA ,NA ,"RURAL WORKS DIVISION-I, NAWARANGPUR",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR",23-Jan-2026 11:00 AM,31-Jan-2026 11:00 AM,23-Jan-2026 11:00 AM,30-Jan-2026 03:00 PM,23-Jan-2026 11:00 AM ,30-Jan-2026 03:00 PM ,23-Jan-2026 11:00 AM,30-Jan-2026 03:00 PM,AOC,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2026_CERWI_124958_3,EERWNGP Online 11 2025 26,SR to RD road to Boxaguda such as SDBC at Ch-0/000 to 2/000 Km in Nabarangpur Block for the year 2025 26,Executive Engineer,Internal,"Estimator, DAO,EE",Shiba Sankar Mohanta,17-Mar-2026 06:23 PM,finsummary_577500.pdf (873.80 KB),Finance,Tender opening,Shiba Sankar Mohanta,17-Mar-2026 04:29 PM,finance_577500.pdf,BOQ Comparative Chart,1.0,3371928.0,SAHIL KHAN,INR,"2,541,992",1,3373997,AMLANJYOTI PATNAIK,30-Jan-2026 01:53 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,17-Mar-2026,"INR 2,541,992",30.0,Jay Prakash Soren,17-Mar-2026 07:58 PM,boxaguda.pdf (236.00 KB),Executive Engineer,Internal,"Estimator, DAO,EE",Shiba Sankar Mohanta,17-Mar-2026 06:13 PM,techsummary_577500.pdf (873.80 KB),AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3369911,ANNAPURNA SAHU,28-Jan-2026 01:14 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3373491,ANSHUMAN KHADGARAY,30-Jan-2026 12:55 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3367034,BANAMALI BISOI,26-Jan-2026 11:01 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3371330,B HARI SHANKAR RAO,29-Jan-2026 12:45 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3374076,Chandra Sekhar Tripathy,30-Jan-2026 01:47 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3370960,Ganesh Patra,28-Jan-2026 06:32 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3373884,Geeta Rani Patro,30-Jan-2026 01:16 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3373949,IPPILI MANOJ KUMAR,30-Jan-2026 02:26 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3370878,J. Raja,28-Jan-2026 05:54 PM,Rejected-AOC,Disqualified in transparent lottery,17-Mar-2026 07:58 PM,,,,,,,,,,,,,AOC
