S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,3360843,ANADI NANDAN SAHOO,20-Jan-2026 11:50 AM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,1.0,3362342.0,ANUPAMA SINGHA,INR,"1,152,334",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2026_CERWI_124548_12,SE/RW/Jls-15/2025-26,Annual Maintenance of Iswarpur to Kharsuan Via-Kanchangadia Road for the year 2025-26.,02-Mar-2026,"INR 1,152,334",60.0,Nirupama Sankhua,02-Mar-2026 02:13 PM,iswarpurworkorder.pdf (605.00 KB),Finance,all bidders are qualified,Nirupama Sankhua,27-Feb-2026 03:14 PM,,BOQ Comparative Chart,Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,02-Mar-2026 02:11 PM,finsummary_575694.pdf (594.18 KB),Er. Saubhagya Kumar Das,Internal,,Nirupama Sankhua,02-Mar-2026 02:05 PM,techsummary_575694.pdf (594.18 KB),AOC,1.0,ICICI BANK,"13,555",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",14-Jan-2026 10:00 AM,22-Jan-2026 11:00 AM,14-Jan-2026 10:00 AM,21-Jan-2026 05:00 PM,14-Jan-2026 10:00 AM ,20-Jan-2026 05:00 PM ,14-Jan-2026 10:00 AM,21-Jan-2026 05:00 PM,"Superintending Engineer, R.W. Division, Jaleswar","At/Po- Chalanti, Via- Jaleswar, Dist-Balasore",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls-15/2025-26,2026_CERWI_124548_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Annual Maintenance of Iswarpur to Kharsuan Via-Kanchangadia Road for the year 2025-26.,Road Works,Please refer Tender documents. ,NA ,"13,55,527",Civil Works - Roads,NA ,Tender,90.0,60.0,Jaleswar,756086.0,NA ,NA ,NA ,"Rural Works Division, Jaleswar",No ,No,AOC
2,3362342,ANUPAMA SINGHA,21-Jan-2026 12:26 PM,Accepted-AOC,The work order has issued to the agency.,02-Mar-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,3360827,BHARATI DAS,21-Jan-2026 02:41 PM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3360692,BIKASH KUMAR CHAND,21-Jan-2026 11:37 AM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3360326,BINAPANI GIRI,19-Jan-2026 06:43 PM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3358749,CHANDAN KUMAR JENA,18-Jan-2026 04:37 PM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3356105,GOKULANANDA BAG,20-Jan-2026 11:02 AM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3362854,GOURAHARI PRAMANIK,21-Jan-2026 02:13 PM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3362224,HAREKRUSHNA JENA,21-Jan-2026 12:36 PM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3354908,HEMANGINI NAYAK,19-Jan-2026 05:43 PM,Rejected-Finance,The bidder has not selected through the lottery system.,02-Mar-2026 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
