Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of a crematorium at chorda in ward No- 14,Construction of a crematorium at chorda in ward No- 14,Please refer Tender documents. ,NA ,"9,43,328",Civil Works - Others,NA ,Tender,60.0,60.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMBER,No ,No,Municipal Bodies||Vyasanagar Municipality,03/VNM/2025-26,2025_ORULB_123345_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,440",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER,EXECUTIVE OFFICER CHAMBER VYASANAGAR MUNICIPALITY,18-Dec-2025 10:00 AM,02-Jan-2026 11:00 AM,18-Dec-2025 10:00 AM,31-Dec-2025 05:00 PM,NA ,NA ,18-Dec-2025 10:00 AM,31-Dec-2025 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"4,000",0.0,Nil,Nil,No,AOC,Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,19-Mar-2026 01:18 PM,techsummary_572026.pdf (407.65 KB),Eo,Internal,"me,je,accountant",Manas Ranjan Sahoo,19-Mar-2026 01:25 PM,finsummary_572026.pdf (407.65 KB),Finance,ok,Manas Ranjan Sahoo,19-Mar-2026 01:14 PM,finance_572026.pdf,BOQ Comparative Chart,19-Mar-2026,"INR 943,234.306",60.0,Manas Ranjan Sahoo,19-Mar-2026 01:29 PM,wowwww.pdf (386.00 KB),due to l1,Municipal Bodies||Vyasanagar Municipality,2025_ORULB_123345_14,03/VNM/2025-26,Construction of a crematorium at chorda in ward No- 14,1.0,3337511.0,M/S BIJAYA KUMAR MOHANTY,INR,"943,234.306",1,3337725,Ashok Kumar Nayak,29-Dec-2025 04:36 PM,Rejected-Finance,due to l2,19-Mar-2026 01:25 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3337511,M/S BIJAYA KUMAR MOHANTY,29-Dec-2025 03:50 PM,Accepted-AOC,due to l1,19-Mar-2026 01:30 PM,AOC
