Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
16-Mar-2026,"INR 1,065,736",90.0,Manas Ranjan Pal,16-Mar-2026 01:39 PM,E82463AOC.pdf (977.00 KB),Municipal Bodies||Jagatsinghpur Municipality,2025_ORULB_110156_34,EO/ JSPURM/W-03/2024-25,Construction of Paver Road from Banamali Das House to Brahmananda Das House at Deuligrameswar in ward No.08,1.0,2826390.0,NIRUPAMA BEHERA,INR,"1,065,736",1,2829457,MANAS RANJAN NAYAK,21-Feb-2025 04:25 PM,Rejected-Finance,REJECTED,16-Mar-2026 01:34 PM,Finance,Bids opened in online. 05 Nos of Bidder have been participated in Online. All Bid has been accepted.,Manas Ranjan Pal,25-Mar-2025 11:01 AM,,BOQ Comparative Chart,CHAIRPERSON,Internal,ADDITIONAL TRESURY OFFICER EXECUTIVE OFFICER MUNICIPAL ENGINEER,Manas Ranjan Pal,16-Mar-2026 01:34 PM,finsummary_528909.pdf (4657.47 KB),Chairperson,Internal,,Manas Ranjan Pal,25-Mar-2025 12:08 PM,techsummary_528909.pdf (1753.49 KB),AOC,Construction of Paver Road from Banamali Das House to Brahmananda Das House at Deuligrameswar in ward No.08,Construction of Paver Road from Banamali Das House to Brahmananda Das House at Deuligrameswar in ward No.08,Please refer Tender documents. ,NA ,"12,68,659",Civil Works - Others,NA ,Tender,60.0,90.0,Construction of Paver Road from Banamali Das House,754103.0,NA ,NA ,NA ,Jagatsinghpur Municipality,No ,No,"7,080",0.0,Nil,Nil,No,"Executive Officer, Jagatsinghpur Municipality","Jagatsinghpur Municipality, Jagatsinghpur","12,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost,EMD,PAN,GST, Registration, NRC, Declaration,Affidavit,Other as Per DTCN",07-Feb-2025 05:00 PM,25-Feb-2025 11:00 AM,07-Feb-2025 05:00 PM,21-Feb-2025 05:00 PM,NA ,NA ,07-Feb-2025 05:00 PM,21-Feb-2025 05:00 PM,Municipal Bodies||Jagatsinghpur Municipality,EO/ JSPURM/W-03/2024-25,2025_ORULB_110156_34,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,2,2826390,NIRUPAMA BEHERA,19-Feb-2025 08:44 PM,Accepted-AOC,ACCEPTED,16-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2828284,PRASANTA KUMAR BEHERA,21-Feb-2025 02:26 PM,Rejected-Finance,REJECTED,16-Mar-2026 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2828726,PRIYATAMA ROUT,21-Feb-2025 11:35 AM,Rejected-Finance,REJECTED,16-Mar-2026 01:34 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2825996,SARADA PRASANNA NANDA,19-Feb-2025 05:26 PM,Rejected-AOC,REJECTED,16-Mar-2026 01:39 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
