Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of boundary wall with main gate around the existing civil court complex at Gunupur during 2025-26,Building Work,Please refer tender documents ,NA ,"28,23,475",Civil Works - Buildings,NA ,Tender,90.0,90.0,Gunupur,765022.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper,EMD,GSTIN,GSTRC,PAN,Registration certificate ,amd other Documents as per DTCN",SE R and B Division No-II,office of SE R and B Division No-II,1.0,ICICI BANK,10-Dec-2025 11:00 AM,18-Dec-2025 11:00 AM,10-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,NA ,NA ,10-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"28,300",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 12 /2025-26,2025_EICCL_122838_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,09-Mar-2026,"INR 2,400,236",90.0,Durga Madhaba Padhi,09-Mar-2026 01:42 PM,WO_Civil_Court.pdf (642.00 KB),"Work is Awarded to Sri Reddy Sunil Kumar through transparent lottery system,Bid Work order No-411, Dt.20.01.2026 of R and B Division-II Rayagada",1,3310821,ALLAPA BISWESWARA RAO,17-Dec-2025 01:05 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,09-Mar-2026 01:14 PM,techsummary_570483.pdf (953.53 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2025_EICCL_122838_6,RC(RANDB) RGD NO. II/ 12 /2025-26,Construction of boundary wall with main gate around the existing civil court complex at Gunupur during 2025-26,SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,09-Mar-2026 01:26 PM,finsummary_570483.pdf (953.53 KB),Finance,Tender Opened,Durga Madhaba Padhi,09-Mar-2026 01:08 PM,finance_570483.pdf,BOQ Comparative Chart,1.0,3301340.0,REDDI SUNIL KUMAR,INR,"2,400,236",AOC
,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3310101,ASHOK NAIR,17-Dec-2025 08:38 AM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3310610,BODIPU SAI KUMAR,17-Dec-2025 12:10 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3310782,GOBINDA CHANDRA SAHU,17-Dec-2025 04:32 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3299895,HITESH KUMAR SHARMA,13-Dec-2025 05:48 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3311256,JULLY BEHERA,17-Dec-2025 03:20 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3301190,MINAKHI PRASAD PANIGRAHI,17-Dec-2025 10:42 AM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3311653,Narasingha Padhy,17-Dec-2025 04:31 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3310747,NIRMALA KANDA,17-Dec-2025 12:50 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3302218,NIRUPAMA GOUDA,14-Dec-2025 10:37 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3309719,PRASANT KARKARIA,16-Dec-2025 11:03 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3310998,PRIYANKA PANDA,17-Dec-2025 01:43 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3304219,P.Yogeswer Rao,16-Dec-2025 05:07 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3309786,RAKESH KUMAR PATRO,16-Dec-2025 10:00 PM,Rejected-AOC,First Lowest,09-Mar-2026 01:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
