Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
CCE,Internal,,Puspanjali Behera,22-Jan-2024 07:37 PM,29-Jan-2024 12:00 PM,techsummary_482591.pdf (310.21 KB),CE RW I||RWCIRCLE-KENDRAPARA,2024_CERWI_99271_1,Tender Online RCK-45/23,Construction of R.I office cum Residence Building at Musatikiri under Badachana Block in the District of Jajpur.,1.0,2391929.0,ANANTA PRASAD MALIK,INR,"9,227,694",1.0,2391929.0,ANANTA PRASAD MALIK,15-Jan-2024 08:34 PM,Accepted-AOC,The work has been awarded to Ananta Prasad Malik,24-Mar-2026 02:09 PM,Technical,03 no of bidders have participated,Puspanjali Behera,17-Jan-2024 05:38 PM,,Finance,3 nos price bid dowloaded,Nibedita Nayak,29-Jan-2024 01:35 PM,,BOQ Comparative Chart,CCE,Internal,,Satyajit Dalai,24-Mar-2026 01:59 PM,finsummary_482591.pdf (116.20 KB),24-Mar-2026,"INR 9,227,694",270.0,Satyajit Dalai,24-Mar-2026 02:08 PM,WOMusatikiriRI.pdf (328.00 KB),The work has been awarded to Ananta Prasad Malik,AOC,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"1,60,686",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-KENDRAPARA,Tender Online RCK-45/23,2024_CERWI_99271_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,05-Jan-2024 04:55 PM,17-Jan-2024 11:30 AM,05-Jan-2024 04:55 PM,16-Jan-2024 05:00 PM,05-Jan-2024 04:55 PM ,16-Jan-2024 02:00 PM ,05-Jan-2024 04:55 PM,16-Jan-2024 05:00 PM,29-Jan-2024 12:00 PM,"Chief Construction Engineer,R.W Circle KPD-JJP","O/o CCE,R.W Circle,Kendrapara-Jajpur",Construction of R.I office cum Residence Building at Musatikiri under Badachana Block in the District of Jajpur.,Construction of Building works,Please refer tender documents ,NA ,"1,60,68,648",Civil Works - Buildings,NA ,Tender,90.0,270.0,Jajpur,755001.0,NA ,NA ,NA ,"O/o CCE,R.W Circle,Kendrapara-Jajpur",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Labor License , Electrical License",AOC
,,,,,,,,,,,,,,,,2.0,2394365.0,SATYAJIT BARAL,16-Jan-2024 04:05 PM,Rejected-Finance,Rejected Bidder,24-Mar-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship , Affidavit of Correctness Certificate undertaking duly filled, all affidavits",AOC
,,,,,,,,,,,,,,,,3.0,2392527.0,YASHOBANTA NAYAK,16-Jan-2024 12:08 PM,Rejected-Finance,Rejected Bidder,24-Mar-2026 01:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO , Work Experience Work in Hand, Machineries and required document as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
