Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,21-Jan-2026 06:32 PM,29-Jan-2026 11:00 AM,techsummary_568894.pdf (219.09 KB),1.0,Revocation of Tender,Revocation of Tender,21-Jan-2026 05:22 PM,Revoke.pdf ,60.94,Technical Opening,Finance,6nos bidder only,Binata Kishan,29-Jan-2026 05:05 PM,finance_568894.pdf,BOQ Comparative Chart,18-Mar-2026,"INR 36,373,305.28",270.0,Ashoka Kumar Sahoo,18-Mar-2026 07:09 PM,700.pdf (1005.00 KB),1,3308039,BIKASH SINGH,16-Dec-2025 03:09 PM,Rejected-Finance,Dis Qualified Bidder by Lottery,18-Mar-2026 07:06 PM,1.0,3306474.0,SRINIBAS PRADHAN INFRA PRIVATE LIMITED,INR,"36,373,305.28",CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_122464_3,RWCCESNG-18 of 2025-26,Improvement to Road from L068 NH-200 to Kudabaga under MMSY- Improvement to Existing RD Road in the District of Jharsuguda for the year 2025-26,Technical,6 Nos. of Bidders,Ashoka Kumar Sahoo,21-Jan-2026 06:17 PM,,Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,18-Mar-2026 07:06 PM,finsummary_568894.pdf (478.73 KB),AOC,"CCE RW Circle, Sundargarh","O/O The CCE RW Circle, Sundargarh","10,000",0.0,Nil,Nil,No,02-Dec-2025 06:55 PM,17-Dec-2025 06:00 PM,02-Dec-2025 06:55 PM,16-Dec-2025 05:00 PM,02-Dec-2025 06:55 PM ,15-Dec-2025 05:00 PM ,02-Dec-2025 06:55 PM,16-Dec-2025 05:00 PM,29-Jan-2026 11:00 AM,"4,27,871",Yes,percentage,1.0%,Nil,Nil,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-18 of 2025-26,2025_CERWI_122464_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Improvement to Road from L068 NH-200 to Kudabaga under MMSY- Improvement to Existing RD Road in the District of Jharsuguda for the year 2025-26,Improvement to Road from L068 NH-200 to Kudabaga under MMSY- Improvement to Existing RD Road in the District of Jharsuguda for the year 2025-26,Please refer Tender documents. ,NA ,"4,27,87,090",Civil Works - Roads,NA ,Tender,90.0,270.0,Jharsuguda,768204.0,NA ,NA ,NA ,"O/O The CCE RW Circle, Sundargarh",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, GSTIN, PAN, Tender Paper Cost, EMD, Affidavit etc as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,3292378,DEBASIS PATTJOSHI,16-Dec-2025 10:35 AM,Rejected-Finance,Dis Qualified Bidder by Lottery,18-Mar-2026 07:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Work Experience, Turn Over, Machineries and Other Documents as per DTCN.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,3,3308065,M.J.CONSTRUCTION,16-Dec-2025 03:32 PM,Rejected-Finance,Dis Qualified Bidder by Lottery,18-Mar-2026 07:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,4,3308572,M/S SHREE VISWAKARMA CONSTRUCTION,16-Dec-2025 04:31 PM,Rejected-Finance,Dis Qualified Bidder by Lottery,18-Mar-2026 07:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,5,3296083,PAWAN KUMAR AGRAWAL,16-Dec-2025 07:18 AM,Rejected-Finance,Dis Qualified Bidder by Lottery,18-Mar-2026 07:06 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,6,3306474,SRINIBAS PRADHAN INFRA PRIVATE LIMITED,16-Dec-2025 03:22 PM,Accepted-AOC,Winner by Lottery,18-Mar-2026 07:09 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
