Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Stage
"Kanan Pradhan, SE",Internal,,Tapan Kumar Badnayak,13-Nov-2025 10:05 AM,15-Nov-2025 11:00 AM,techsummary_552894.pdf (921.52 KB),Finance,42 nos bidder,Kanan Pradhan,17-Nov-2025 06:34 PM,,BOQ Comparative Chart,09-Feb-2026,"INR 6,492,560",270.0,Kanan Pradhan,04-Mar-2026 06:57 PM,515.pdf (500.00 KB),1,3121072,ABHIMANYU NAIK,10-Oct-2025 12:37 AM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,1.0,3117694.0,Tankadhar Pan,INR,"6,492,560",Technical,47 nos bidder participated and admitted,Kanan Pradhan,23-Oct-2025 04:35 PM,technical_552894.pdf,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2025_CERWI_118162_3,RWKSNG-online-03/25-26,Construction of R.I. Office Cum Residence Building at Utkela in the District of Kalahandi for the year 2024-25,Kanan Pradhan,Internal,,Kanan Pradhan,07-Dec-2025 06:04 PM,finsummary_552894.pdf (528.78 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"TPC, EMD, GSTIN PAN Card RC Affidavits NRC Secrrenshot of payment and required documents as DTCN",CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-03/25-26,2025_CERWI_118162_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,Construction of R.I. Office Cum Residence Building at Utkela in the District of Kalahandi for the year 2024-25,Construction of R.I. Office Cum Residence Building at Utkela in the District of Kalahandi for the year 2024-25,Please refer Tender documents. ,NA ,"76,37,408",Civil Works - Buildings,NA ,Tender,90.0,270.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,"76,500",Yes,fixed,,Nil,Nil,17-Sep-2025 05:00 PM,10-Oct-2025 05:00 PM,17-Sep-2025 05:00 PM,10-Oct-2025 04:00 PM,17-Sep-2025 05:00 PM ,25-Sep-2025 11:00 AM ,17-Sep-2025 05:00 PM,10-Oct-2025 04:00 PM,15-Nov-2025 11:00 AM,1.0,ICICI BANK,Superintending Engineer,"RURAL WORKS DIVISION, KESINGA",AOC
,,,,,,,,,,,,,,,,,,,2,3117721,ADITYA KUMAR MISHRA,10-Oct-2025 02:03 AM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,3,3119314,ADITYA KUMAR PANDA,10-Oct-2025 03:56 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3106490,AJAYA KUMAR BOHIDAR,07-Oct-2025 12:35 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3117445,AKASH KUMAR AGRAWAL,10-Oct-2025 01:40 AM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3109922,ANIL KUMAR KEDIA,10-Oct-2025 03:37 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3120816,ANJAN KUMAR BEHERA,10-Oct-2025 03:47 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3109236,ANKIT KUMAR AGRAWAL,06-Oct-2025 07:14 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3122086,BABULAL SAHU,10-Oct-2025 02:31 PM,Rejected-Technical,Not-Qualified,13-Nov-2025 10:05 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3119348,Bhakta Charan Bhoi,10-Oct-2025 02:18 AM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,3122325,Bhodev Mahala,10-Oct-2025 03:21 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,3121401,BIBEK KUMAR JAIN,10-Oct-2025 12:20 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,3100801,BIKASH KUMAR AGRAWAL,04-Oct-2025 08:52 PM,Rejected-Finance,As per transparent lottery system,07-Dec-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
