Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,000",0.0,Nil,Nil,No,"SE,MECHANICAL Division,Ambaguda","O/o the SE,MECHANICAL DIVISION,AMBAGUDA",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,EPF,ESI AND ALL OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,11-Dec-2025 03:00 PM,26-Dec-2025 12:00 PM,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,11-Dec-2025 03:00 PM ,24-Dec-2025 05:30 PM ,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,SE/MDA-04(5)/2025-26,2025_CEMWR_122943_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,700",Yes,fixed,,Nil,Nil,"Fabrication, Supply and Erection of Gate and Hoist of Doraput Check Dam of Boipariguda Block Under Minor Irrigation Division, Jeypore","Fabrication, Supply and Erection of Gate and Hoist of Doraput Check Dam of Boipariguda Block Under Minor Irrigation Division, Jeypore",please refer tender documents ,NA ,,Mechanical Works,NA ,Tender,90.0,30.0,JEYPORE,764043.0,NA ,NA ,NA ,"O/o SE,MECHANICAL DIVISION,AMBAGUDA",No ,No,AOC,Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 05:36 PM,finsummary_571020.pdf (675.01 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_122943_1,SE/MDA-04(5)/2025-26,"Fabrication, Supply and Erection of Gate and Hoist of Doraput Check Dam of Boipariguda Block Under Minor Irrigation Division, Jeypore",1.0,3302379.0,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,INR,"649,568.87",Finance,BOS,SONIYA MAJUMDAR,12-Feb-2026 01:46 PM,,BOQ Comparative Chart,05-Mar-2026,"INR 649,568.87",30.0,SANJAYA KUMAR NAYAK,05-Mar-2026 05:54 PM,74.pdf (1225.00 KB),1,3309851,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",17-Dec-2025 12:22 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 01:19 PM,techsummary_571020.pdf (675.01 KB),AOC
,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3322327,LAXMIDHRA BHUYAN,24-Dec-2025 03:03 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3302379,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,24-Dec-2025 11:10 AM,Accepted-AOC,Winner In Transparent Lottery process,05-Mar-2026 05:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3302369,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,24-Dec-2025 11:03 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3325921,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,24-Dec-2025 01:37 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3325162,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,24-Dec-2025 10:21 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3325145,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",24-Dec-2025 10:03 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3306026,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),22-Dec-2025 04:14 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3313281,M/S SHREE INDUSTRIES,19-Dec-2025 01:19 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3324845,NEELAMADHAB ENGINEERING WORKS,23-Dec-2025 04:57 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3326433,Sarkar Engineering Works,24-Dec-2025 04:12 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3323151,SATYANANDA PANIGRAHI,22-Dec-2025 04:29 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3300796,SPS INDUSTRY,23-Dec-2025 06:18 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3300825,SUSHIL KUMAR DAS,23-Dec-2025 06:28 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:36 PM,,,,,,,AOC
