Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
06-Mar-2026,"INR 15,549,021.12",270.0,Sunil Kumar Behera,10-Mar-2026 03:05 PM,workorder.pdf (989.00 KB),WORK ORDER,S.K. Behera,Internal,"P. K. JENA, A. S. SWAIN",Sunil Kumar Behera,16-Jan-2026 01:09 PM,finsummary_555436.pdf (326.99 KB),Finance,Financial Proceeding,Sunil Kumar Behera,11-Jan-2026 05:02 PM,finance_555436.pdf,BOQ Comparative Chart,1,3152533,ALOK KUMAR SAHOO,25-Oct-2025 08:05 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,Technical,LIST OF BIDDERS,Lopamudra Behera,13-Nov-2025 07:26 PM,technical_555436.pdf,Odisha Tourism Devl. Corp.,2025_OTDC_119337_1,BPI/20/2025-26 Dt. 03.10.2025,Gitanjali Restaurant at Konark Puri,1.0,3151931.0,TRUPTI RANJAN DASH,INR,"15,549,021.12",S.K. Behera,Internal,"D. Malik, A.S. Swain, P.K. Jena",Lopamudra Behera,06-Jan-2026 01:03 PM,06-Jan-2026 02:00 PM,techsummary_555436.pdf (10117.07 KB),AOC,"10,000","1,800",Nil,Nil,No,11-Oct-2025 09:00 AM,04-Nov-2025 11:30 AM,11-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,NA ,NA ,11-Oct-2025 09:00 AM,03-Nov-2025 05:00 PM,06-Jan-2026 02:00 PM,1.0,Gitanjali Restaurant at Konark Puri,Date,,Gitanjali Restaurant at Konark Puri,Gitanjali Restaurant at Konark Puri,As Per DTCN ,NA ,"1,55,49,021",Civil Works - Others,NA ,Tender,180.0,270.0,Konark,752111.0,NA ,NA ,NA ,O/o Superintending Engineer OTDC Ltd Bhubaneswar,No ,No,Odisha Tourism Devl. Corp.,BPI/20/2025-26 Dt. 03.10.2025,2025_OTDC_119337_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,O/o Superintending Engineer OTDC Ltd Bhubaneswar,O/o Superintending Engineer OTDC Ltd Bhubaneswar,1.0,ICICI BANK,"1,55,491",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,3152346,Bimalesh Nayak,27-Oct-2025 12:51 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,Gitanjali Restaurant at Konark Puri,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3169639,CHINMAY NAYAK,31-Oct-2025 01:16 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3148475,DEEPAK RAUTRAY,02-Nov-2025 01:44 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3153471,DIPAK KUMAR NAYAK,29-Oct-2025 02:09 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3146628,KUNI ROUTRAY,02-Nov-2025 02:05 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3154537,MITALIKA SWAIN,27-Oct-2025 02:09 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3150436,M/S SILICON INTERIORS,27-Oct-2025 01:21 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3149194,PRASANA KUMAR SAHOO,24-Oct-2025 05:29 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3177826,RABI NARAYAN BEHERA,03-Nov-2025 03:38 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,3147015,RAJESH KUMAR GIRI,25-Oct-2025 11:37 AM,Rejected-AOC,UNSUCCESSFUL BIDDER,10-Mar-2026 03:05 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,3178192,Shyamsundar Realcon private limited,03-Nov-2025 04:42 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,3176870,SNEHALATA CONSTRUCTION AND INTERIOR,03-Nov-2025 03:51 PM,Rejected-Finance,UNSUCESSFUL BIDDER IN TRANSPARENT LOTTERY SYSYTEM,16-Jan-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,14,3151931,TRUPTI RANJAN DASH,25-Oct-2025 05:29 PM,Accepted-AOC,SUCCESSFUL BIDDER,10-Mar-2026 03:05 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
