Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
22-Jul-2025 10:00 AM,01-Aug-2025 12:00 PM,22-Jul-2025 10:00 AM,31-Jul-2025 05:30 PM,22-Jul-2025 10:00 AM ,31-Jul-2025 05:30 PM ,22-Jul-2025 10:00 AM,31-Jul-2025 05:30 PM,"4,000",0.0,Nil,Nil,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-03/W/2025-26,2025_CEMWR_115797_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,600",No,fixed,,Nil,Nil,1.0,ICICI BANK,"Supply, Fabrication Transportation and Erection of Gates and Hoists of Mangaljit MIP in Tangi block under Minor Irrigation Division, Khordha for the year of 2025-26.","Supply, Fabrication Transportation and Erection of Gates and Hoists of Mangaljit MIP in Tangi block under Minor Irrigation Division, Khordha for the year of 2025-26.",Please refer Tender documents. ,NA ,"5,50,709",Mechanical Works,NA ,Tender,90.0,20.0,"TANGI BLOCK, KHORDHA DISTRICT",752023.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN","SE, MECHANICAL DIVISION, BBSR","O/O THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR",AOC,28-Mar-2026,"INR 468,157.97",20.0,Jyoti Ranjan Pradhan,28-Mar-2026 04:52 PM,03AOC1.pdf (536.00 KB),1,3014668,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",29-Jul-2025 09:02 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,"SE, MECHANICAL DIVIDION, BHUBANESWAR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,28-Mar-2026 03:41 PM,techsummary_546672.pdf (522.37 KB),"SE, MECHANICAL DIVIDION, BHUBANESWAR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,28-Mar-2026 03:50 PM,finsummary_546672.pdf (385.45 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2025_CEMWR_115797_1,SE/MDB-03/W/2025-26,"Supply, Fabrication Transportation and Erection of Gates and Hoists of Mangaljit MIP in Tangi block under Minor Irrigation Division, Khordha for the year of 2025-26.",1.0,3016253.0,M/S SHREE INDUSTRIES,INR,"468,157.97",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,Jyoti Ranjan Pradhan,01-Aug-2025 05:38 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,2,3015073,BANASHREE BHUYAN,31-Jul-2025 12:02 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3014978,LAXMIDHRA BHUYAN,30-Jul-2025 10:47 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3008160,M/S Abirvab Steel Product,31-Jul-2025 12:08 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3009874,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,30-Jul-2025 08:11 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3008175,M/S Ashreebad Fabricators,31-Jul-2025 04:38 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3009903,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,30-Jul-2025 08:18 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3019077,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,31-Jul-2025 01:02 PM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3018748,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,31-Jul-2025 07:43 AM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3018726,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",31-Jul-2025 07:35 AM,Rejected-Finance,LOOSER OF THE LOTTERY,28-Mar-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
