Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
COLLECTOR SUNDARGARH,Internal,"PA, ITDA, Sundargarh, AEE, ITDA, Sundargarh and SE, MI Division, Sundargarh",LAXMAN SAHOO,09-Mar-2026 06:22 PM,techsummary_558670.pdf (835.37 KB),10-Mar-2026,"INR 2,770,194",180.0,LAXMAN SAHOO,10-Mar-2026 05:27 PM,ADAleikera.pdf (336.00 KB),AOC,1,3208887,ANUJ SUNDAR PATEL,10-Nov-2025 07:11 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,Finance,tender status,LAXMAN SAHOO,19-Nov-2025 11:04 AM,,BOQ Comparative Chart,1.0,3169069.0,Rohit Kisan,INR,"2,770,194",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_120098_7,ITDASNG-04/2025-2026,Construction of additional classroom at Aleikera High School (First Floor) under Tangarpali Block,COLLECTOR SUNDARGARH,Internal,"PA, ITDA, Sundargarh, AEE, ITDA, Sundargarh and SE, MI Division, Sundargarh",LAXMAN SAHOO,09-Mar-2026 06:27 PM,finsummary_558670.pdf (835.37 KB),AOC,28-Oct-2025 11:00 AM,12-Nov-2025 11:00 AM,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,NA ,NA ,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,1.0,ICICI BANK,Construction of additional classroom at Aleikera High School (First Floor) under Tangarpali Block,Construction of additional classroom at Aleikera High School (First Floor) under Tangarpali Block,AS PER DTCN ,NA ,"29,05,768",Civil Works - Buildings,NA ,Tender,90.0,180.0,SUNDARGARH,770001.0,NA ,NA ,NA ,ITDA SUNDARGARH,No ,No,"6,000",0.0,Nil,Nil,No,"29,058",Yes,fixed,,Nil,Nil,PROJECT ADMINISTRATOR,ITDA SUNDARGARH,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-04/2025-2026,2025_STSCD_120098_7,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,2,3209943,BIJAY KUMAR BEHERA,10-Nov-2025 09:26 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LICENCE, GSTIN, PAN CARD, NO RELATION CERTIFICATE, AFFIDAVITS AND OTHER DOCUMENTS AS PER DTCN",AOC
,,,,,,,,,,,,,3,3194858,BIKASH CHANDRA NAIK,07-Nov-2025 08:07 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3205283,Bikash Kumar Tanty,11-Nov-2025 03:31 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3172753,BINAY NAIK,01-Nov-2025 05:33 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3211141,BIREN DUNGRI,11-Nov-2025 09:42 AM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3186463,DEEPAK KUMAR TOPPO,05-Nov-2025 09:11 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3182500,GOPIKRISHNA NAIK,04-Nov-2025 08:56 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3175680,ISWARI PRASAD NAIK,02-Nov-2025 10:03 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3183575,MAHENDRA KHUKHARI,05-Nov-2025 06:03 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
