S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,ICICI BANK,"18,000",Yes,fixed,,Nil,Nil,"Installation of Gym and Child Play equipment at Hanuman Nagar, Gandhi Chowk in W.No.23.",Gym and Child Play,Please refer Tender documents ,NA ,"18,00,000",Civil Works - Others,NA ,Tender,90.0,60.0,Brajrajnagar Municipality,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,01-Nov-2025 06:00 PM,11-Nov-2025 11:00 AM,01-Nov-2025 06:00 PM,10-Nov-2025 05:00 PM,NA ,NA ,01-Nov-2025 06:00 PM,10-Nov-2025 05:00 PM,01-Dec-2025 11:00 AM,Municipal Bodies||Brajrajnagar Municipality,BRJNRM -03/2025-26,2025_ORULB_120409_38,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,"6,000",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,"Contractor License, T.P., E.M.D. copy, PAN, GST, Affidavit and other relevant documents of this DTCN",AOC,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,05-Mar-2026 04:38 PM,finsummary_560893.pdf (214.64 KB),Technical,ok,Chandramani Swain,21-Nov-2025 04:48 PM,technical_560893.pdf,"Sri Krishna Gopal Sitani, Chairperson, Brajrajnagar Municipality.",Internal,"Accountant, Auditor, Junior Engineer, Asst. Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality.",Chandramani Swain,29-Nov-2025 11:55 AM,01-Dec-2025 11:00 AM,techsummary_560893.pdf (200.28 KB),Finance,ok,Chandramani Swain,02-Dec-2025 01:00 PM,finance_560893.pdf,BOQ Comparative Chart,1,3205060,SOUBHAGYA SATPATHY,10-Nov-2025 11:21 AM,Accepted-AOC,Accepted,05-Mar-2026 05:40 PM,Municipal Bodies||Brajrajnagar Municipality,2025_ORULB_120409_38,BRJNRM -03/2025-26,"Installation of Gym and Child Play equipment at Hanuman Nagar, Gandhi Chowk in W.No.23.",1.0,3205060.0,SOUBHAGYA SATPATHY,INR,"1,524,160.94",05-Mar-2026,"INR 1,524,160.94",60.0,Chandramani Swain,05-Mar-2026 05:39 PM,38.pdf (215.00 KB),AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bills of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3205092,SUMAN MANHAR,10-Nov-2025 10:25 AM,Rejected-AOC,Rejected,05-Mar-2026 05:40 PM,,,,,,,,,,,,,,,,AOC
