Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Executive Engineer,Internal,"Estimator, DAO,EE",Jay Prakash Soren,18-Mar-2026 05:08 PM,techsummary_577242.pdf (407.70 KB),1,3366997,AMLAN JYOTI MADALA,26-Jan-2026 10:52 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,18-Mar-2026,"INR 1,101,716",30.0,Jay Prakash Soren,18-Mar-2026 05:17 PM,wo10.pdf (202.00 KB),Finance,Tender Opening,Jay Prakash Soren,18-Mar-2026 05:04 PM,finance_577242.pdf,BOQ Comparative Chart,1.0,3371336.0,DEBA RANJAN PATRA,INR,"1,101,716",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2026_CERWI_124950_3,EERWNGP Online 11 2025 26,"SR to Loharkani to Gumidora such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 8/000 km in Papdahandi Block for the year 2025 26",Executive Engineer,Internal,"Estimator, DAO,EE",Jay Prakash Soren,18-Mar-2026 05:13 PM,finsummary_577242.pdf (407.70 KB),AOC,1.0,ICICI BANK,"11,017",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 11 2025 26,2026_CERWI_124950_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN and Affidavit as per DTCN,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR",22-Jan-2026 10:00 AM,31-Jan-2026 11:00 AM,22-Jan-2026 10:00 AM,30-Jan-2026 03:00 PM,22-Jan-2026 10:00 AM ,30-Jan-2026 03:00 PM ,22-Jan-2026 10:00 AM,30-Jan-2026 03:00 PM,"SR to Loharkani to Gumidora such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 8/000 km in Papdahandi Block for the year 2025 26","SR to Loharkani to Gumidora such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch-0/000 to 8/000 km in Papdahandi Block for the year 2025 26",Please refer to tender documents ,NA ,"11,01,716",Civil Works - Roads,NA ,Tender,90.0,30.0,Papdahandi,764071.0,NA ,NA ,NA ,"RURAL WORKS DIVISION-I, NAWARANGPUR",No ,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3371336,DEBA RANJAN PATRA,29-Jan-2026 10:34 PM,Accepted-AOC,Awarded of conatract,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3373339,GOURI PRASAD PATRO,30-Jan-2026 10:52 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3365515,KESHARI MIRGAN,25-Jan-2026 08:10 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3373362,MAHAMMAD SARUK,30-Jan-2026 02:18 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3367998,NISHIKANTA JENA,30-Jan-2026 01:25 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3373239,PRATAP DASH,30-Jan-2026 12:55 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3365783,RAJKUMAR SATNAMI,26-Jan-2026 08:25 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3371514,Rameswar Gond,30-Jan-2026 07:30 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3364567,RASHMITA BISHOI,25-Jan-2026 09:22 PM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3372967,SANJIB KUMAR NAG,30-Jan-2026 10:59 AM,Rejected-AOC,Disqualified in transparent lottery,18-Mar-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
