S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,"16,780",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER,"At/Po/Ps-Kuchinda,Dist-Sambalpur",Municipal Bodies||Kuchinda NAC,KCDA/NAC-9/2025-26,2026_ORULB_126404_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Laying of Drain Cover Slab Drain from Ganesh Agarwal house to Kalakar Mahapatra House and Adit Panda House to Tanka House ,Ward no-6","Laying of Drain Cover Slab Drain from Ganesh Agarwal house to Kalakar Mahapatra House and Adit Panda House to Tanka House ,Ward no-6",As per DTCN ,NA ,"16,77,980",Civil Works - Others,NA ,Tender,90.0,60.0,Ward No-6 NAC Kuchinda,768222.0,NA ,NA ,NA ,OFFICE OF THE NAC KUCHINDA,No ,No,"6,000",0.0,Nil,Nil,No,23-Feb-2026 10:00 AM,06-Mar-2026 10:00 AM,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,23-Feb-2026 10:00 AM ,05-Mar-2026 05:30 PM ,23-Feb-2026 10:00 AM,05-Mar-2026 05:30 PM,AOC,Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag,Manaranjan Suna",Barun Kumar Sa,25-Mar-2026 01:31 PM,techsummary_582339.pdf (633.47 KB),Pradyut Kumar Mohanty,Internal,"Barun Kumar Sa, Nilamadhab Nag , Manaranjan Suna",Barun Kumar Sa,30-Mar-2026 11:49 AM,finsummary_582339.pdf (629.69 KB),Finance,Admitted,Nilamadhab Nag,09-Mar-2026 12:26 PM,finance_582339.pdf,BOQ Comparative Chart,1.0,3418365.0,AMIT PRATAP SINGH,INR,"1,677,980.04",Municipal Bodies||Kuchinda NAC,2026_ORULB_126404_23,KCDA/NAC-9/2025-26,"Laying of Drain Cover Slab Drain from Ganesh Agarwal house to Kalakar Mahapatra House and Adit Panda House to Tanka House ,Ward no-6",1,3417291,AMIT AGRAWAL,03-Mar-2026 11:24 AM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,31-Mar-2026,"INR 1,677,980.04",60.0,Barun Kumar Sa,31-Mar-2026 12:55 PM,23.pdf (399.00 KB),Work order issued,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3418365,AMIT PRATAP SINGH,05-Mar-2026 01:34 AM,Accepted-AOC,Awarded through lottery system,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3418142,BISHAL AGRAWAL,04-Mar-2026 03:05 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3409299,DIPTI PANDA,05-Mar-2026 02:14 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3417172,GOBINDA SAHOO,03-Mar-2026 09:37 AM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3418520,GOVIND MEHER,04-Mar-2026 07:51 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3417879,KAPILASH NAYAK,03-Mar-2026 05:53 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3418482,LAXMI AGRAWAL,05-Mar-2026 08:11 AM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3420717,PRABIN PRATAP SINGH,05-Mar-2026 05:10 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3415088,PRAKASH RUDRA SINGH,01-Mar-2026 05:12 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3418192,ROHIT AGRAWAL,04-Mar-2026 12:59 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3418891,Santosh Kumar Agrawal,05-Mar-2026 02:25 AM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3417342,SUJIT KUMAR AGARWAL,04-Mar-2026 02:48 AM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3417804,UMESH CHANDRA MAHANANDA,03-Mar-2026 07:17 PM,Rejected-AOC,Rejected,31-Mar-2026 12:55 PM,,,,,,,,AOC
