S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,2939875.0,JYOTI RANJAN RAUT,INR,"4,663,325.93",Superintending Engineer,Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Harish Chandra Purty,20-Aug-2025 12:06 PM,finsummary_540172.pdf (476.98 KB),CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2025_CERWI_113605_2,Tender Online Divn.NPR-01/2025-26,Construction of BPHU building at CHC Gop under Gop Block in the district of Puri for the year 2024-25 under PM ABHIM,Technical,List Attached,Satyajit Dalai,24-Jun-2025 04:47 PM,technical_540172.pdf,Finance,Lottery on dtd. 30.06.2025 from 3.30PM,Satyajit Dalai,28-Jun-2025 02:54 PM,finance_540172.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Satyajit Dalai,24-Jun-2025 04:51 PM,24-Jun-2025 05:00 PM,techsummary_540172.pdf (546.24 KB),21-Aug-2025,"INR 4,663,325.93",90.0,Mausumi Mishra,09-Mar-2026 10:10 AM,Gop.pdf (801.00 KB),1,2939066,ABHIJIT SWAIN,28-May-2025 08:23 PM,Rejected-Finance,Not Selected in lottery system,20-Aug-2025 12:06 PM,AOC,"O/O THE SUPERINTENDING ENGINEER, R.W DIVISION, NIM","O/O THE SUPERINTENDING ENGINEER, R.W DIVISION, NIM",Construction of BPHU building at CHC Gop under Gop Block in the district of Puri for the year 2024-25 under PM ABHIM,Building Works,Please refer Tender documents. ,NA ,"54,86,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"SUPERINTENDING ENGINEER, R.W DIVISION, NIMAPARA",No ,No,19-May-2025 04:30 PM,30-May-2025 09:00 AM,19-May-2025 04:30 PM,29-May-2025 05:00 PM,19-May-2025 04:30 PM ,28-May-2025 05:00 PM ,19-May-2025 04:30 PM,29-May-2025 05:00 PM,24-Jun-2025 05:00 PM,"54,860",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online Divn.NPR-01/2025-26,2025_CERWI_113605_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2939322,BASANTA KUMAR KANDI,29-May-2025 03:08 PM,Rejected-Finance,Not Selected in lottery system,20-Aug-2025 12:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2940887,BIBHU PRASANNA MOHANTY,29-May-2025 04:59 PM,Rejected-Finance,Not Selected in lottery system,20-Aug-2025 12:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO work Experience and required documents as per DTCN",,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2936451,BISWOJIT PATTANAIK,27-May-2025 11:13 PM,Rejected-Technical,Disqualified,24-Jun-2025 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2940695,JITENDRA PRASAD BEHERA,29-May-2025 03:23 PM,Rejected-Finance,Not Selected in lottery system,20-Aug-2025 12:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2939875,JYOTI RANJAN RAUT,29-May-2025 11:54 AM,Accepted-AOC,Work has been awarded to in lottery system,09-Mar-2026 10:10 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2940715,Lalita Mohanty,29-May-2025 03:35 PM,Rejected-Technical,Disqualified,24-Jun-2025 04:51 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2939279,LAXMIDHAR SETHY,29-May-2025 12:09 PM,Rejected-Finance,Not Selected in lottery system,20-Aug-2025 12:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2940098,LAXMIDHAR SWAIN,29-May-2025 02:16 PM,Rejected-Finance,Not Selected in lottery system,20-Aug-2025 12:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
