Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE (Estr.) are the committee member",SAROJ SHA,30-Jan-2026 08:20 PM,techsummary_572152.pdf (404.95 KB),14-Feb-2026,"INR 540,754.84",30.0,SAROJ SHA,08-Mar-2026 01:12 PM,3TongopaniDebrajBAG.pdf (416.00 KB),Debraj Bag is the lottery winner,1,3329854,Achutanand Mund,26-Dec-2025 02:56 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,1.0,3323504.0,DEBRAJ BAG (ST),INR,"540,754.84",Finance,all open in time,SAROJ SHA,30-Jan-2026 08:17 PM,finance_572152.pdf,BOQ Comparative Chart,Er Saroj Sha,Internal,"Nikhil Patel, DAO, Aswini Kumar Sethi, JE (Estr.) are the committee member",SAROJ SHA,30-Jan-2026 08:23 PM,finsummary_572152.pdf (404.95 KB),"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_123377_3,04/ SE MIDKHR/2025-26,Sl3 Improvement to Tongopani Nalla Check Dam in Tongopani Village of Jampani GP in Nuapada Block of Nuapada District under Improvement to Check Dam Scheme for the year 2025-26,AOC,Sl3 Improvement to Tongopani Nalla Check Dam in Tongopani Village of Jampani GP in Nuapada Block of Nuapada District under Improvement to Check Dam Scheme for the year 2025-26,Improvement to Tongopani Nalla Check Dam in Tongopani Village of Jampani GP in Nuapada Block of Nuapada District under Improvement to Check Dam Scheme for the year 2025-26,Please refer Tender documents. ,NA ,"6,36,107",Civil Works - Others,Improvement work ,Tender,90.0,30.0,Khariar,766107.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Khariar",No ,No,18-Dec-2025 10:00 AM,31-Dec-2025 11:00 AM,18-Dec-2025 10:00 AM,30-Dec-2025 05:30 PM,18-Dec-2025 10:00 AM ,26-Dec-2025 05:00 PM ,18-Dec-2025 10:00 AM,30-Dec-2025 05:30 PM,"SE, M.I. Division, Khariar","O/o the SE, M.I. Division, Khariar","6,400",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",04/ SE MIDKHR/2025-26,2025_CEMIB_123377_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN","4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3323504,DEBRAJ BAG (ST),27-Dec-2025 11:59 PM,Accepted-AOC,AOC issued to Sri Bag,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC
,,,,,,,,,,,,,3,3327157,DHIBAR DHARUA,25-Dec-2025 07:09 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3325336,KRISHNA SAHU,25-Dec-2025 10:57 AM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3330973,PRITAM KUMAR SAHU,27-Dec-2025 10:26 AM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3332487,PRIYA SAO,27-Dec-2025 07:36 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3336601,RAJENDRA KUMAR SAHOO,29-Dec-2025 01:27 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3328937,SALIK RAM SAHU,27-Dec-2025 11:15 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3331096,SANKALP RANJAN NAYAK,27-Dec-2025 06:43 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3330963,SAURABH SAHU,27-Dec-2025 04:13 PM,Rejected-AOC,Rejected by Lottery,08-Mar-2026 01:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
