Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Reg.-Renewal of Contractor license, Exp. and other document as per NIT.",Municipal Bodies||Rajgangpur Municipality,EO/RGP/06 of 2025-26,2026_ORULB_125800_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive Officer,"Executive Officer, Rajgangpur Municipality,Rajgangpur Municipality, Dist-Sundargarh","4,000",0.0,Nil,Nil,No,Potholes repair from Banthupada Hanuman Temple towards Banthupada Chowk at Ward No.18,Potholes repair from Banthupada Hanuman Temple towards Banthupada Chowk at Ward No.18,Please refer Tender documents ,NA ,"6,37,000",Civil Works - Others,NA ,Tender,90.0,30.0,Rajgangpur Municipality,770017.0,NA ,NA ,NA ,Rajgangpur Municipality,No ,No,"6,500",Yes,fixed,,Nil,Nil,11-Feb-2026 11:00 AM,23-Feb-2026 11:00 AM,11-Feb-2026 11:00 AM,21-Feb-2026 04:00 PM,NA ,NA ,11-Feb-2026 11:00 AM,21-Feb-2026 04:00 PM,AOC,Madhuri Lugun,Internal,,Gobinda Dansena,21-Mar-2026 07:10 PM,techsummary_580602.pdf (999.06 KB),Madhuri Lugun,Internal,,Gobinda Dansena,21-Mar-2026 07:13 PM,finsummary_580602.pdf (999.06 KB),Finance,ok,Gobinda Dansena,21-Mar-2026 06:01 PM,,BOQ Comparative Chart,21-Mar-2026,"INR 637,000",30.0,Gobinda Dansena,21-Mar-2026 07:18 PM,11.pdf (122.00 KB),1,3406189,AMIYA RANJAN DAS,20-Feb-2026 09:24 PM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,Municipal Bodies||Rajgangpur Municipality,2026_ORULB_125800_11,EO/RGP/06 of 2025-26,Potholes repair from Banthupada Hanuman Temple towards Banthupada Chowk at Ward No.18,1.0,3404628.0,AMRUS BAXLA,INR,"637,000",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3404628,AMRUS BAXLA,19-Feb-2026 05:12 PM,Accepted-AOC,Selected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3405326,BIJAYA PANDA,20-Feb-2026 11:39 AM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3406487,KIRAN KUMAR BADAIK,21-Feb-2026 11:44 AM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3406079,MALAYA CHARAN NAYAK,20-Feb-2026 06:36 PM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3406353,MANIK CHARAN NAYAK,21-Feb-2026 09:45 AM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3405190,MUNA SAW,20-Feb-2026 08:55 AM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3404078,PRAMOD KUMAR SAMAL,19-Feb-2026 01:26 PM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3406015,PRINS BHALOTIA,20-Feb-2026 05:21 PM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3405250,RAJARAM NAYAK,20-Feb-2026 10:42 AM,Rejected-AOC,Rejected,21-Mar-2026 07:18 PM,,,,,,,,,,AOC
