Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,VALID CI ENLISTMENT CERTIFICATE OF OCC LTD etc.",MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION LTD., UNIT - VIII, GOPABANDHUNAGAR, BBSR-751012","2,27,000",Yes,fixed,,Nil,Nil,29-Aug-2025 03:30 PM,19-Sep-2025 12:00 PM,29-Aug-2025 03:30 PM,18-Sep-2025 05:30 PM,29-Aug-2025 03:30 PM ,05-Sep-2025 03:30 PM ,29-Aug-2025 03:30 PM,18-Sep-2025 05:30 PM,20-Nov-2025 04:30 PM,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No.40/OCCL/2025-26(on-line),2025_OCCL_117464_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Canal lining and renovation of Pakhanguda Distributary from RD 3.20Km to 6.50Km including widening, extension of structures.","Canal lining and renovation of Pakhanguda Distributary from RD 3.20Km to 6.50Km including widening, extension of structures.",AS PER DTCN. ,NA ,"2,26,99,491",Civil Works - Others,NA ,Tender,90.0,180.0,Borigumma town in Koraput district.,764056.0,NA ,NA ,NA ,"HEAD OFFICE, OCCL",No ,No,"11,800",Nil,Nil,No,1.0,ICICI BANK,AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,20-Nov-2025 01:49 PM,20-Nov-2025 04:30 PM,techsummary_550673.pdf (1602.70 KB),1.0,3085998.0,JANMEJAYA CHHOTARAY,INR,"19,296,837",ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_117464_1,E-procurement Notice No.40/OCCL/2025-26(on-line),"Canal lining and renovation of Pakhanguda Distributary from RD 3.20Km to 6.50Km including widening, extension of structures.",Technical,Opened Successfully.,Pratap Chandra Chaudhury,19-Sep-2025 01:53 PM,,1,3083610,BHASKAR CHANDRA NAYAK,18-Sep-2025 02:01 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 02:03 PM,Finance,Opened Successfully.,Pratap Chandra Chaudhury,20-Nov-2025 05:34 PM,,BOQ Comparative Chart,MANAGING DIRECTOR OF OCC LTD.,Internal,,Sarat Chandra Ghadei,09-Jan-2026 02:03 PM,finsummary_550673.pdf (2330.08 KB),21-Feb-2026,"INR 19,296,837",180.0,Sarat Chandra Ghadei,19-Mar-2026 01:32 PM,AOC_PAKHANGUDA_DISTRIBUTARY.pdf (637.00 KB),AOC,AOC
,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3077757,HARA PRASAD NAYAK,12-Sep-2025 03:58 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3085998,JANMEJAYA CHHOTARAY,18-Sep-2025 11:49 AM,Accepted-AOC,L1 SUCCESSFUL BIDDER.,19-Mar-2026 01:32 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3085384,JMBG CONSTRUCTION,18-Sep-2025 11:25 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3079415,KAILASH PANDA,18-Sep-2025 12:40 AM,Rejected-Technical,Non-Responsive.,20-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3080680,"M/S ARNAV CONSTRUCTION, PROP. DIBYA KISHOR PADHI",16-Sep-2025 06:09 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3086245,M/s Tara Tarini Constructions Pvt. Ltd.,18-Sep-2025 02:35 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3085192,Patitapaban Nath Sharma,17-Sep-2025 07:26 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3084424,PRAJNYA RANJAN NAYAK,16-Sep-2025 08:47 PM,Rejected-Technical,Non-Responsive.,20-Nov-2025 01:49 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3085592,SANDEEP KUMAR BEHERA,18-Sep-2025 12:45 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTERRY.,09-Jan-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,AOC
