S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"7,000",No,fixed,,Nil,Nil,"Fabrication, Supply and Erection of Gate and Hoist of Baijhola Check Dam of Laxmipur Block Under Minor Irrigation Division, Jeypore","Fabrication, Supply and Erection of Gate and Hoist of Baijhola Check Dam of Laxmipur Block Under Minor Irrigation Division,jeypore",plase refer tender documents ,NA ,,Mechanical Works,NA ,Tender,90.0,30.0,JEYPORE,765013.0,NA ,NA ,NA ,"O/o the SE,Mechanical Division,Ambaguda",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,ESI,EPF,AND ALL OTHER DOCUMENTS AS PER DTCN",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,SE/MDA-04(4)/2025-26,2025_CEMWR_122941_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"SE,MECHANICAL Division,Ambaguda","O/o the SE,Mechanical Division,Ambaguda","4,000",0.0,Nil,Nil,No,11-Dec-2025 03:00 PM,26-Dec-2025 12:00 PM,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,11-Dec-2025 03:00 PM ,24-Dec-2025 05:30 PM ,11-Dec-2025 03:00 PM,24-Dec-2025 05:30 PM,AOC,Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 05:30 PM,finsummary_571012.pdf (579.37 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_122941_1,SE/MDA-04(4)/2025-26,"Fabrication, Supply and Erection of Gate and Hoist of Baijhola Check Dam of Laxmipur Block Under Minor Irrigation Division, Jeypore",1.0,3323137.0,SATYANANDA PANIGRAHI,INR,"592,843.1",Finance,BOS,SONIYA MAJUMDAR,12-Feb-2026 01:44 PM,,BOQ Comparative Chart,1,3309835,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",17-Dec-2025 12:18 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,05-Mar-2026,"INR 592,843.1",30.0,SANJAYA KUMAR NAYAK,05-Mar-2026 05:51 PM,73.pdf (1280.00 KB),Sanjay Ku Nayak,Internal,,SANJAYA KUMAR NAYAK,05-Mar-2026 01:14 PM,techsummary_571012.pdf (579.37 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3322425,BANASHREE BHUYAN,24-Dec-2025 02:01 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3302380,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,24-Dec-2025 11:10 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3302368,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,24-Dec-2025 11:03 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3325915,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,24-Dec-2025 01:34 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3325159,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,24-Dec-2025 10:18 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3325143,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",24-Dec-2025 10:01 AM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3306016,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),22-Dec-2025 05:23 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3313277,M/S SHREE INDUSTRIES,19-Dec-2025 01:16 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3324902,NEELAMADHAB ENGINEERING WORKS,23-Dec-2025 05:04 PM,Rejected-Finance,Loser In Transparent Lottery process,05-Mar-2026 05:30 PM,,,,,,,,,,,,,AOC
