EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"42,739",Yes,fixed,,Nil,Nil,PROJECT ADMINISTRATOR,ITDA SUNDARGARH,ST and SC Development Deptt||ITDA Sundergarh,ITDASNG-04/2025-2026,2025_STSCD_120098_16,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Adivasi Sanskruti Bhawan at Lephripara under Lephripara Block,Construction of Adivasi Sanskruti Bhawan at Lephripara under Lephripara Block,AS PER DTCN ,NA ,"42,73,921",Civil Works - Buildings,NA ,Tender,90.0,180.0,SUNDARGARH,770001.0,NA ,NA ,NA ,ITDA SUNDARGARH,No ,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,28-Oct-2025 11:00 AM,12-Nov-2025 11:00 AM,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,NA ,NA ,28-Oct-2025 11:00 AM,11-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,COLLECTOR SUNDARGARH,Internal,"PA, ITDA, SUNDARGARH, AEE, ITDA, SUNDARGARH and SE, MI DIVISION, SUNDARGARH",LAXMAN SAHOO,10-Mar-2026 12:21 PM,finsummary_558740.pdf (531.58 KB),COLLECTOR SUNDARGARH,Internal,"PA, ITDA, SUNDARGARH, AEE, ITDA, SUNDARGARH and SE, MI DIVISION, SUNDARGARH",LAXMAN SAHOO,10-Mar-2026 12:17 PM,techsummary_558740.pdf (531.58 KB),1,3205398,Ashish Singh,10-Nov-2025 10:52 AM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,1.0,3193839.0,BHARAT SETH,INR,"3,633,260",ST and SC Development Deptt||ITDA Sundergarh,2025_STSCD_120098_16,ITDASNG-04/2025-2026,Construction of Adivasi Sanskruti Bhawan at Lephripara under Lephripara Block,10-Mar-2026,"INR 3,633,260",180.0,LAXMAN SAHOO,10-Mar-2026 05:10 PM,AdivasiLephripara.pdf (311.00 KB),AOC,Finance,tender status,LAXMAN SAHOO,19-Nov-2025 12:07 PM,finance_558740.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LICENCE, GSTIN, PAN CARD, NO RELATION CERTIFICATE, AFFIDAVITS AND OTHER DOCUMENTS AS PER DTCN",,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,2,3193839,BHARAT SETH,07-Nov-2025 02:18 PM,Accepted-AOC,1ST LOWEST IN TRANSPARENT LOTTERY,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3195350,BIKASH CHANDRA NAIK,07-Nov-2025 08:19 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3208361,BIMAL BAIGA,10-Nov-2025 09:16 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3172835,BINAY NAIK,01-Nov-2025 06:00 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3206542,Kiran Kumar Mohanty,11-Nov-2025 10:59 AM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3211068,MOHAMMAD GULAM SARWAR,11-Nov-2025 09:16 AM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3206518,NITYARANJAN JENA,10-Nov-2025 01:01 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3169077,Rohit Kisan,11-Nov-2025 04:26 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3210068,SAROJ KUMAR PATEL,10-Nov-2025 10:00 PM,Rejected-AOC,NOT QUALIFIED,10-Mar-2026 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
