Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Tender will be finalized after downloaded Bid documents scrutinized,Sudipta Senapati,31-Dec-2025 12:32 PM,finance_572633.pdf,BOQ Comparative Chart,08-Mar-2026,"INR 3,236,643",120.0,Sudipta Senapati,08-Mar-2026 04:57 PM,3PHCSaruWO.pdf (960.00 KB),Work Order,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2025_CERWI_123556_15,Online Tender/20/SERWD-II/2025-26,Construction of 1 nos of D type quarter at PHC Saru under Hinjili Block,1.0,3327429.0,DIPIKA PRADHAN,INR,"3,236,643",1,3328990,Chiranjibi Muni,26-Dec-2025 11:22 AM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,08-Mar-2026 04:47 PM,techsummary_572633.pdf (868.66 KB),"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,08-Mar-2026 04:53 PM,finsummary_572633.pdf (2099.51 KB),AOC,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",Construction of 1 nos of D type quarter at PHC Saru under Hinjili Block,Construction of 1 nos of D type quarter at PHC Saru under Hinjili Block,Please refer Tender documents. ,NA ,"38,07,368",Civil Works - Buildings,NA ,Tender,90.0,120.0,Berhampur,760011.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/20/SERWD-II/2025-26,2025_CERWI_123556_15,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,20-Dec-2025 04:00 PM,29-Dec-2025 11:00 AM,20-Dec-2025 04:00 PM,26-Dec-2025 05:00 PM,20-Dec-2025 04:00 PM ,24-Dec-2025 05:00 PM ,20-Dec-2025 04:00 PM,26-Dec-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"38,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,2,3327429,DIPIKA PRADHAN,25-Dec-2025 12:36 PM,Accepted-AOC,Successful Bidder in Lottery,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,AOC
,,,,,,,,,,,,,,,,,,,,,,3,3330031,GUD TREND PRIVATE LIMITED,26-Dec-2025 03:04 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,3329621,PABITRA PATTANAYAK,26-Dec-2025 03:38 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,3326911,PRADEEP KUMAR PATRO,26-Dec-2025 10:28 AM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,3329108,SAGARIKA SAHU,26-Dec-2025 03:54 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,3329300,Shyam Sundar Sahu,26-Dec-2025 12:31 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,3327362,SUGYANA KUMAR PATRO,25-Dec-2025 12:27 PM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,3329070,UMA SHANKAR SAHU,26-Dec-2025 11:20 AM,Rejected-AOC,Unsuccessful Bidder,08-Mar-2026 04:57 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
