Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,Improvement to Rekhalguda - Polma road,Improvement to Rekhalguda - Polma road,NA ,NA ,"8,66,02,056",Civil Works - Roads,NA ,Tender,90.0,360.0,Rayagada,765001.0,NA ,NA ,NA ,"Rural Works Circle, Rayagada",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-RAYAGADA,NCB 12 RWCRGDA 2025 26,2025_CERWI_115571_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"8,66,020",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,AFFIDAVIT GST PAN RC ANNUAL TURNOVER EXPERIENCE MACHINARY AND OTHER PAPERS AS PER DTCN,15-Jul-2025 06:00 PM,24-Jul-2025 11:00 AM,15-Jul-2025 06:00 PM,23-Jul-2025 05:00 PM,15-Jul-2025 06:00 PM ,22-Jul-2025 05:00 PM ,15-Jul-2025 06:00 PM,23-Jul-2025 05:00 PM,20-Sep-2025 11:00 AM,Chief Construction Engineer,"Rural Works Circle, Rayagada",AOC,1,3009995,AKHIL KUMAR DAS,23-Jul-2025 02:37 PM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,25-Mar-2026,"INR 73,620,407.806",360.0,Binod Behari Das,25-Mar-2026 01:00 PM,Rekhalguda.pdf (4423.00 KB),Work Awarded to JAMI RAVISANKAR,Finance,VERIFIED,Sujata Hembram,20-Sep-2025 12:01 PM,,BOQ Comparative Chart,"AE RW CIRCLE GAJAPATI,EE RW CIRCLE GAJAPATI,AE RW CIRCLE RAYAGADA, EE RW CIRCLE RAYAGADA,CCE RW CIRCLE RAYAGADA",Internal,,Binod Behari Das,16-Sep-2025 04:18 PM,20-Sep-2025 11:00 AM,techsummary_546046.pdf (1119.01 KB),OFFICE OF THE CCE RAYAGADA,Internal,"CCE Rayagada, Executive Engineer RW Division Rayagada, DAO Rayagada, PA to CCE and AE Esitmator RW Circle Rayagada",Binod Behari Das,31-Dec-2025 05:57 PM,finsummary_546046.pdf (745.90 KB),CE RW I||RWCIRCLE-RAYAGADA,2025_CERWI_115571_1,NCB 12 RWCRGDA 2025 26,Improvement to Rekhalguda - Polma road,Technical,tenders verified,Binod Behari Das,22-Aug-2025 05:21 PM,,1.0,3008439.0,JAMI RAVISANKAR,INR,"73,620,407.806",AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,2,3003774,AMRES SAI CONSTRUCTION PVT. LTD.,22-Jul-2025 11:04 AM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3008397,DEMANTI AGRAWAL,22-Jul-2025 02:19 PM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3008583,ISWAR GOPAL CHETTY,22-Jul-2025 02:04 PM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3008439,JAMI RAVISANKAR,23-Jul-2025 11:44 AM,Accepted-AOC,Work Awarded to JAMI RAVISANKAR,25-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3009810,JAY PRAKASH SHARMA,23-Jul-2025 04:39 PM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3006813,KRUSHNA CHANDRA BIDIKA,23-Jul-2025 01:27 PM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3002339,Lingaraj Behera,18-Jul-2025 06:03 PM,Rejected-AOC,Work Awarded to JAMI RAVISANKAR,25-Mar-2026 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3006773,RAMANI RANJAN PATI,21-Jul-2025 01:22 PM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3000684,Surendra Maharana,19-Jul-2025 06:18 PM,Rejected-Finance,Reject,31-Dec-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
