Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,Bid Opening Summary,Sujata Hembram,09-Feb-2026 06:36 PM,,BOQ Comparative Chart,1.0,3383415.0,ASUTOSH KILAKA,INR,"419,588.808",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,2026_CERWI_125343_1,EERWRGD Online 17 2025 26,Repair to 30 Mens Barrack at Bissam Cuttack Police Station Building in the district of Rayagada for the year 2025-26,Executive Engineer,Internal,,Prasanna Kumar Pattanaik,20-Mar-2026 12:08 PM,finsummary_578699.pdf (421.26 KB),Executive Engineer,Internal,,Prasanna Kumar Pattanaik,20-Mar-2026 12:05 PM,techsummary_578699.pdf (421.26 KB),1,3383415,ASUTOSH KILAKA,06-Feb-2026 12:09 PM,Accepted-AOC,AS PER LOTTER WINER,20-Mar-2026 12:12 PM,20-Mar-2026,"INR 419,588.808",15.0,Prasanna Kumar Pattanaik,20-Mar-2026 12:12 PM,WORKORDER30MENBARRACKBISSAMCUTTACK.pdf (279.00 KB),AOC,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-RAYAGADA,EERWRGD Online 17 2025 26,2026_CERWI_125343_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit GSTIN PAN RC and other papers as per DTCN,1.0,ICICI BANK,02-Feb-2026 10:00 AM,09-Feb-2026 11:00 AM,02-Feb-2026 10:00 AM,07-Feb-2026 05:00 PM,02-Feb-2026 10:00 AM ,06-Feb-2026 05:00 PM ,02-Feb-2026 10:00 AM,07-Feb-2026 05:00 PM,Repair to 30 Mens Barrack at Bissam Cuttack Police Station Building in the district of Rayagada for the year 2025-26,Repair to 30 Mens Barrack at Bissam Cuttack Police Station Building in the district of Rayagada for the year 2025-26,NA ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,15.0,Rayagada,765001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAYAGADA",No ,No,Executive Engineer,"O/O the Executive Engineer, Rural Works Division, Rayagada near Hathipathar road, Raniguda Farm","2,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3381468,BIBHISEN PALAKA,05-Feb-2026 12:11 PM,Rejected-AOC,1st LOWEST,20-Mar-2026 12:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3384089,DILLIP NAIK,06-Feb-2026 05:43 PM,Rejected-AOC,1st LOWEST,20-Mar-2026 12:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3384689,NANDA KISHOR PRASAD CHOURASIA,07-Feb-2026 01:10 PM,Rejected-AOC,1st LOWEST,20-Mar-2026 12:12 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
