Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
02-Feb-2026 10:00 AM,17-Feb-2026 10:30 AM,02-Feb-2026 10:30 AM,16-Feb-2026 05:30 PM,02-Feb-2026 10:30 AM ,07-Feb-2026 05:30 PM ,02-Feb-2026 10:30 AM,16-Feb-2026 05:30 PM,"4,000",0.0,Nil,Nil,No,OFFICE OF THE SUPERINTENDING ENGINEER,"OFFICE OF THE SUPERINTENDING ENGINEER, LSRRC AND B DIVISION, BALANGIR",1.0,Fee/PreQual/Technical/Finance,.pdf,TECHNICAL COVER,1.0,ICICI BANK,"5,371",Yes,fixed,,Nil,Nil,"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",LSRRC AND BD BGR 13/2025-26,2026_CEEBO_125356_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Sinking of 125X100 mm dia size tube well 3 (three) nos. at Kapilbahal under Lower Suktel Irrigation Project, Balangir","Sinking of 125X100 mm dia size tube well 3 (three) nos. at Kapilbahal under Lower Suktel Irrigation Project, Balangir","VALID RC, VALID GSTIN, VALID PAN, EMD, TENDER FEE, NO RELATION CERTIFICATE, AFFIDAVIT ETC AS PER DTCN  ",NA ,"5,37,099",Civil Works - Others,NA ,Rate Contract,90.0,60.0,KUMIAPALI BALANGIR,767001.0,"OFFICE OF THE SUPERINTENDING ENGINEER, LSRRC AND B ","OFFICE OF THE SUPERINTENDING ENGINEER, LSRRC AND B DIVISION, BALANGIR  ",11-Feb-2026 11:00 AM ,"OFFICE OF THE SUPERINTENDING ENGINEER, LSRRC AND B",No ,No,AOC,"Sri Ajaya Kumar Behera, SE",Internal,"Sri Chetak Kumar Nayak, AEE, Sri Sanjoy Saha, DAO, Smt Lakhani Lakra, AE",CHETAK KUMAR NAYAK,17-Mar-2026 12:38 PM,finsummary_578717.pdf (1584.83 KB),"CCE, L Suktel Irr.Project,Bolangir||CCE,L Sukhtel,Bolangir||EE, RR C and B Divn",2026_CEEBO_125356_1,LSRRC AND BD BGR 13/2025-26,"Sinking of 125X100 mm dia size tube well 3 (three) nos. at Kapilbahal under Lower Suktel Irrigation Project, Balangir",1.0,3396894.0,SRI HAREKRUSHNA ADJUED,INR,"536,562",Finance,Tender opened on dt.17.02.2026. Total 10 nos. of bidders have been participated. Their documents were downloaded and put up for further evaluation.,CHETAK KUMAR NAYAK,17-Feb-2026 01:12 PM,,BOQ Comparative Chart,17-Mar-2026,"INR 536,562",60.0,CHETAK KUMAR NAYAK,17-Mar-2026 06:43 PM,aocborewell.pdf (486.00 KB),"AOC issued in favour of Sri Harekrushna Adjued, C Class Contractor.",1,3396272,ASITA BEHERA,14-Feb-2026 08:57 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,"Sri Ajaya Kumar Behera, SE",Internal,"Sri Chtak Kumar Nayak, AEE, Sri Sanjoy Saha, DAO, Smt Lakhani Lakra",CHETAK KUMAR NAYAK,17-Mar-2026 12:03 PM,techsummary_578717.pdf (1584.83 KB),AOC
,,,,,,,,,,,,,,,,,.xls,FINANCIAL COVER,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3399487,BIBEKANANDA PUROHIT,16-Feb-2026 05:07 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3399526,BIGHNARAJ MISHRA,16-Feb-2026 05:25 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3399057,BIKASH PATEL,16-Feb-2026 03:40 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3399243,GIRIJA SHANKAR JOSHI,16-Feb-2026 04:15 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3396917,RAJENDRA PUROHIT,15-Feb-2026 04:04 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3396894,SRI HAREKRUSHNA ADJUED,15-Feb-2026 03:45 PM,Accepted-AOC,Won in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3396960,SRI NARESH KUMAR SAHU,15-Feb-2026 04:40 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3397408,SROTASWINI BEHERA,15-Feb-2026 09:24 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3394983,SUSHANTA KUMAR LENKA,13-Feb-2026 02:36 PM,Rejected-AOC,lost in the transparent lottery system.,17-Mar-2026 06:43 PM,,,,,,,AOC
