S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,2829200.0,"M/S SHRADHA ENTERPRISES, JEYPORE",INR,"242,802,881.17",Orissa Lift Irrigation Corporation,2025_OLIC_109875_1,830 DT-28.01.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in KORAPUT District Pkg-04 BID ID-26",CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,02-Jul-2025 03:46 PM,07-Jul-2025 11:00 AM,techsummary_527464.pdf (12490.21 KB),MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,15-Oct-2025 12:03 PM,finsummary_527464.pdf (17372.14 KB),15-Oct-2025,"INR 242,802,881.17",180.0,Sudarsan Sadangi,10-Mar-2026 07:10 PM,OrderKoraput04.pdf (423.00 KB),ORDER,Finance,Two nos of bidders have participated,Sudarsan Sadangi,07-Jul-2025 04:17 PM,,BOQ Comparative Chart,1,2829200,"M/S SHRADHA ENTERPRISES, JEYPORE",24-Feb-2025 03:04 PM,Accepted-AOC,L-1 Bidder,10-Mar-2026 07:10 PM,Technical,Three nos of bidders have participated,Sudarsan Sadangi,25-Feb-2025 06:05 PM,,AOC,"Installatin, Electrification, Energisation and Commissioning of Borewells in KORAPUT District Pkg-04 BID ID-26","Installatin, Electrification, Energisation and Commissioning of Borewells in KORAPUT District Pkg-04 BID ID-26",Please refer Tender Document DTCN ,NA ,"22,90,59,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,KORAPUT,764020.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",Orissa Lift Irrigation Corporation,830 DT-28.01.2025,2025_OLIC_109875_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"22,91,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,Yes,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,30-Jan-2025 10:00 AM,25-Feb-2025 11:00 AM,30-Jan-2025 10:00 AM,24-Feb-2025 05:00 PM,30-Jan-2025 10:00 AM ,11-Feb-2025 05:00 PM ,30-Jan-2025 10:00 AM,24-Feb-2025 05:00 PM,07-Jul-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2832515,R S Infrastructure,24-Feb-2025 04:59 PM,Rejected-Finance,Rejected by Tender Committee,15-Oct-2025 12:03 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2834759,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",24-Feb-2025 02:12 PM,Rejected-Technical,Technically disqualified by Technical Committee,02-Jul-2025 03:46 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
