Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of all documents,04-Dec-2025 11:00 AM,15-Dec-2025 03:30 PM,04-Dec-2025 11:00 AM,15-Dec-2025 03:00 PM,04-Dec-2025 11:00 AM ,09-Dec-2025 01:30 PM ,04-Dec-2025 11:00 AM,15-Dec-2025 03:00 PM,Executive Engineer (Central Tender Cell),"Central Tender Cell,ICOMC Tower,BMC","6,000",0.0,Nil,Nil,No,"33,800",Yes,fixed,,Nil,Nil,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-50/2025-26 Dt. 02.12.2025,2025_ORULB_122487_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of storm water drain at Old AG Colony From Qr.No H131 to H 181 and H1 to H20,From Gate No4 to in front of Childrens park in Wand No. 36","Construction of storm water drain at Old AG Colony From Qr.No H131 to H 181 and H1 to H20, From Gate No4 to in front of Childrens park in Wand No. 36",Please refer Tender documents. ,NA ,"33,77,388",Civil Works - Others,NA ,Tender,120.0,75.0,BMC Area,751022.0,"Office Chamber of EE Central Tender Cell,BMC ","UG Floor,Office Chamber of EE Central Tender Cell,BMC ",09-Dec-2025 04:00 PM ,"Central Tender Cell,BMC",No ,No,1.0,ICICI BANK,AOC,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,09-Mar-2026 04:06 PM,techsummary_569132.pdf (2878.61 KB),City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONIII,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,09-Mar-2026 04:39 PM,finsummary_569132.pdf (5020.00 KB),Finance,20 bids opened successfully,Taras Marandi,15-Dec-2025 05:29 PM,finance_569132.pdf,BOQ Comparative Chart,1.0,3303425.0,BISWAJIT SAHU,INR,"3,387,919",Municipal Bodies||Bhubaneswar Municipal Corporation,2025_ORULB_122487_20,BMC-EE-Tender Cell-50/2025-26 Dt. 02.12.2025,"Construction of storm water drain at Old AG Colony From Qr.No H131 to H 181 and H1 to H20,From Gate No4 to in front of Childrens park in Wand No. 36",1,3294342,AJAYA KUMAR JENA,11-Dec-2025 11:16 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,09-Mar-2026,"INR 3,387,919",75.0,Lipsa Parida,09-Mar-2026 04:44 PM,Work_Order_50_20.pdf (1555.00 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3303425,BISWAJIT SAHU,15-Dec-2025 01:36 PM,Accepted-AOC,L1 bidder,09-Mar-2026 04:44 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3285589,BISWANATH BAUT,08-Dec-2025 02:15 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3293701,CHITRASEN GAJENDRA,15-Dec-2025 01:17 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3298263,DEBI PRASAD DAS,12-Dec-2025 04:52 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3286932,JYOTIPRAVA PATTNAIK,13-Dec-2025 08:10 AM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3297599,KABITA MALLICK,15-Dec-2025 02:41 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3303933,MAMATA PATTANAYAK,15-Dec-2025 02:54 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3297510,MANASH KUMAR BEHERA,12-Dec-2025 01:33 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3293487,MANJULATA BHARATI,10-Dec-2025 06:06 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3299365,M/S OMM SAI ASSOCIATES,13-Dec-2025 12:57 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3293122,PRASHANTA MAJHI,10-Dec-2025 01:37 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3293758,PRATIMA BADAJENA,15-Dec-2025 01:22 PM,Rejected-Finance,Rejected,09-Mar-2026 04:39 PM,,,,,,,AOC
