Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
Block Development Officer,Internal,,Sarthak Sourav Mohapatra,23-Mar-2026 09:01 PM,techsummary_573341.pdf (321.71 KB),1,3342238,BABITA MISHRA,02-Jan-2026 03:42 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,23-Mar-2026,"INR 1,303,064",90.0,Sarthak Sourav Mohapatra,23-Mar-2026 09:09 PM,sl5Dharaganj.pdf (322.00 KB),1.0,3339779.0,SUJATA PUSTI,INR,"1,303,064",Finance,Document downloaded,Sarthak Sourav Mohapatra,06-Jan-2026 08:50 PM,finance_573341.pdf,BOQ Comparative Chart,Block Development Officer,Internal,,Sarthak Sourav Mohapatra,23-Mar-2026 09:04 PM,finsummary_573341.pdf (321.71 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||REMUNA Block,2025_PRBRN_123831_5,02/ 2025-26,Construction of Addl class Room at Rasikjew high school Dharaganj of GP Tentulida under Remuna block in Balasore district,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. Cost, EMD, RC, Pan, valid GSTIN, Affidavit, no relation certificate and other as per DTCN",26-Dec-2025 11:00 AM,06-Jan-2026 11:00 AM,26-Dec-2025 11:00 AM,02-Jan-2026 05:00 PM,26-Dec-2025 11:00 AM ,02-Jan-2026 01:00 PM ,26-Dec-2025 11:00 AM,02-Jan-2026 05:00 PM,"15,328",Yes,percentage,1.0%,Nil,Nil,BDO Remuna block Remuna,"O/o the BDO, Remuna block, Remuna",Construction of Addl class Room at Rasikjew high school Dharaganj of GP Tentulida under Remuna block in Balasore district,Construction of Addl class Room at Rasikjew high school Dharaganj of GP Tentulida under Remuna block in Balasore district,Please refer tender documents ,NA ,"15,32,837",Civil Works - Buildings,NA ,Tender,90.0,90.0,Remuna,756019.0,NA ,NA ,NA ,O/o the BDO Remuna block Remuna,No ,No,"6,000",Nil,Nil,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||REMUNA Block,02/ 2025-26,2025_PRBRN_123831_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC
,,,,,,2,3331936,BHARAT MAJHI,02-Jan-2026 02:05 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,3341822,BHIKARI DALAEI,01-Jan-2026 02:09 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3342416,GAYADHARA BEHERA,02-Jan-2026 01:27 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3331822,HARISH CHANDRA MAJHI,01-Jan-2026 01:36 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3337347,JAI HANUMAN SUPPLY,30-Dec-2025 12:26 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3331778,MAHADEBI PARTIHARI,02-Jan-2026 12:42 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3341094,MALATILATA DAS,02-Jan-2026 04:37 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3342484,PRIYAKANAK NANDAN PRUSTI,02-Jan-2026 04:07 PM,Rejected-AOC,Not Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3339779,SUJATA PUSTI,02-Jan-2026 11:13 AM,Accepted-AOC,Qualified,23-Mar-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
