Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Chandbali NAC,EO CHANDBALI,2025_ORULB_122689_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Road With Retaining From Laxman Samal House towards Chardia Road To At Paikerapur In Ward No.- 08,Road,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,105.0,90.0,"Paikerapur, Ward No - 08",756133.0,NA ,NA ,NA ,NAC Office,No ,No,Executive Officer,Chandbali NAC,1.0,ICICI BANK,09-Dec-2025 09:00 AM,29-Dec-2025 11:00 AM,09-Dec-2025 09:00 AM,26-Dec-2025 05:30 PM,NA ,NA ,09-Dec-2025 09:00 AM,26-Dec-2025 05:30 PM,"16,960",Yes,fixed,,Nil,Nil,1.0,Date Extension,Date,,AOC,AbhasranjanPanigrahi,Internal,PrabhatKumarSahooSantanuKumarSahoo,ABHAS RANJAN PANIGRAHI,25-Mar-2026 08:35 AM,finsummary_570396.pdf (492.18 KB),AbhasranjanPanigrahi,Internal,,ABHAS RANJAN PANIGRAHI,25-Mar-2026 08:07 AM,techsummary_570396.pdf (492.18 KB),1,3316841,AJAYA KUMAR DASH,19-Dec-2025 03:55 PM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,Municipal Bodies||Chandbali NAC,2025_ORULB_122689_28,EO CHANDBALI,Construction of Road With Retaining From Laxman Samal House towards Chardia Road To At Paikerapur In Ward No.- 08,1.0,3328174.0,Dilip Kumar Das,INR,"1,749,261",25-Mar-2026,"INR 1,749,261",90.0,Santanu Kumar Sahoo,25-Mar-2026 08:53 AM,order.pdf (383.00 KB),ok,Finance,ok,ABHAS RANJAN PANIGRAHI,20-Jan-2026 08:10 PM,,BOQ Comparative Chart,AOC
,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3329408,Ashish Puhana,26-Dec-2025 12:35 PM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3310049,BIDYADHAR BARIK,17-Dec-2025 11:22 AM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3312044,BRAJASUNDAR MOHANTY,17-Dec-2025 07:59 PM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3328021,CHANDRA KANTA ROUT,25-Dec-2025 05:34 PM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3328174,Dilip Kumar Das,25-Dec-2025 06:24 PM,Accepted-AOC,Due to L1 in Lottery,25-Mar-2026 08:54 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3312738,DILLIP BEHERA,17-Dec-2025 09:59 PM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3309391,GANGADHAR DAS,17-Dec-2025 06:09 AM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3328169,Hrushikesh Sahoo,25-Dec-2025 07:03 PM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3317284,Jayanta Kumar Rout,19-Dec-2025 03:13 PM,Rejected-Finance,Due to Reject in Lottery,25-Mar-2026 08:35 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
