Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
30-Mar-2026,"INR 15,829,411",90.0,Guna Nidhi Pariga,29-Mar-2026 09:59 PM,KalanajuMIP.pdf (655.00 KB),AOC,1,3332225,AJIT MALLICK,27-Dec-2025 05:46 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,1.0,3334633.0,RAJESH KUMAR PRADHAN,INR,"15,829,411","CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani",2025_CEMIB_123416_11,BID ID.NO. ACEPMIC_01/2025-26,Improvement to Kalanaju MIP in G.Udayagiri Block of Kandhamal district under RRR for 2025-26,Finance,Bid opening summary,Guna Nidhi Pariga,29-Mar-2026 09:35 PM,finance_572191.pdf,BOQ Comparative Chart,"Additional Chief Engineer, PMIC, Phulbani",Internal,"Asst. to ACE, PMIC, Phulbani SE, M.I. Division, Bhanjanaga, SE M.I. Division, Kandhamal, SE, M.I.Division, Boudh DAO, M.I. Division, Kandhamal, M.I. Division, Boudh, Assistant Engineer Estimator, PMIC",Guna Nidhi Pariga,15-Jan-2026 12:06 AM,15-Jan-2026 11:30 AM,techsummary_572191.pdf (2056.02 KB),Technical,Bid opening summary,Guna Nidhi Pariga,14-Jan-2026 11:55 PM,technical_572191.pdf,"Additional Chief Engineer, PMIC, Phulbani",Internal,"Asst. to ACE, PMIC, Phulbani SE, M.I. Division, Bhanjanaga, SE M.I. Division, Kandhamal, Boudh, SE, DAO, M.I. Division, Kandhamal, M.I. Division, Bhanjanagar, Assistant Engineer Estimator, PMIC, Phulb",Guna Nidhi Pariga,29-Mar-2026 09:49 PM,finsummary_572191.pdf (2056.02 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Valid CDMS,GST,PAN, Reg certificate,No relation, Affidavits other documents as perDTCN",Improvement to Kalanaju MIP in G.Udayagiri Block of Kandhamal district under RRR for 2025-26,Improvement to Kalanaju MIP in G.Udayagiri Block of Kandhamal district under RRR for 2025-26,Please refer Tender documents. ,NA ,"1,86,21,000",Civil Works - Others,NA ,Tender,90.0,90.0,Phulbani,762001.0,NA ,NA ,NA ,"O/o the Addl. Chief Engineer, Phulbani M.I. Circl",No ,No,1.0,ICICI BANK,"Addl. Chief Engineer, Phulbani M.I. Circl","O/o Addl. Chief Engineer, Phulbani M.I. Circle, Phulbani, Near Panchayat Bhawan, Phulbani","10,000",0.0,Nil,Nil,No,"1,86,300",Yes,fixed,,Nil,Nil,18-Dec-2025 10:00 AM,30-Dec-2025 11:00 AM,18-Dec-2025 10:00 AM,29-Dec-2025 05:30 PM,NA ,NA ,18-Dec-2025 10:00 AM,29-Dec-2025 05:30 PM,15-Jan-2026 11:30 AM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani",BID ID.NO. ACEPMIC_01/2025-26,2025_CEMIB_123416_11,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,2,3334896,AMIYA RANJAN MOHAPATRA,28-Dec-2025 09:22 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3336635,ANIL KUMAR PRADHAN,29-Dec-2025 01:33 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3331387,ASHISH KUMAR BEHERA,27-Dec-2025 01:05 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3330865,ASHIS ROUT,26-Dec-2025 09:42 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3335728,ASISH KUMAR MOHANTY,29-Dec-2025 11:18 AM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3331442,Bijay Kumar Panda,27-Dec-2025 01:22 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3336801,BISHAL AGRAWALLA,29-Dec-2025 03:04 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3329819,BISWAJEET PATTANAYAK,26-Dec-2025 10:56 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3333421,DEBASIS GOUDA,29-Dec-2025 01:32 PM,Rejected-AOC,Not qualified,29-Mar-2026 09:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
