S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3337699.0,SWAGATIKA BHUYAN,INR,"6,225,625",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,2025_CERWI_123491_11,Online Tender/14/ RWD-UKT /2025-26,Construction of R.I. Office cum Residence Building at Pujariguda in Chandahandi Block of Nabarangpur District for the year 2025-26,1,3332134,BALABIRA PATRO,29-Dec-2025 01:12 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 04:59 PM,19-Mar-2026,"INR 6,225,625",180.0,Gobinda Chandra Tudu,19-Mar-2026 04:59 PM,agmnt.pdf (442.00 KB),agmnt value,Excutive Engineer,Internal,"Estimator, DAO-I, Executive Engineer",Rupabanya Naik,16-Jan-2026 08:12 PM,17-Jan-2026 11:00 AM,techsummary_572362.pdf (263.99 KB),Finance,6 nos bidders are participated above work,Gobinda Chandra Tudu,19-Mar-2026 04:50 PM,finance_572362.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Estimator,DAO-I,Executive Engineer",Gobinda Chandra Tudu,19-Mar-2026 04:54 PM,finsummary_572362.pdf (98.65 KB),Technical,All bidders admitted for technical evaluation,Gobinda Chandra Tudu,15-Jan-2026 03:29 PM,,AOC,1.0,Fee/PreQual/Technical,.pdf,"Valid RC, PAN, Valid GST, Caste, Affidavits,Machinery, Joint Venture and Other Documents as per DTCN","73,234",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR - II,Online Tender/14/ RWD-UKT /2025-26,2025_CERWI_123491_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of R.I. Office cum Residence Building at Pujariguda in Chandahandi Block of Nabarangpur District for the year 2025-26,Construction of R.I. Office cum Residence Building at Pujariguda in Chandahandi Block of Nabarangpur District for the year 2025-26,Please refer Tender documents. ,NA ,"73,23,403",Civil Works - Buildings,NA ,Tender,90.0,180.0,Umerkote,764073.0,NA ,NA ,NA ,"O/o the Executive Engineer, R W D-II, Umerkote",No ,No,"Executive Engineer, RW Division-II, Umerkote","O/o the Executive Engineer, Rural Works Division-II, Nabarangpur, Umerkote","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,19-Dec-2025 02:00 PM,30-Dec-2025 11:00 AM,19-Dec-2025 02:00 PM,29-Dec-2025 05:00 PM,19-Dec-2025 02:00 PM ,26-Dec-2025 01:00 PM ,19-Dec-2025 02:00 PM,29-Dec-2025 05:00 PM,17-Jan-2026 11:00 AM,AOC
,,,,,,,,,2,3321379,HANUMAN PRASAD AGRAWAL,28-Dec-2025 03:17 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,3,3335217,SATYA SWAGAT SWAIN,29-Dec-2025 03:14 AM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3333650,SULBHA PADHI,28-Dec-2025 01:21 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3337699,SWAGATIKA BHUYAN,29-Dec-2025 04:15 PM,Accepted-AOC,Qualified in transparent lottery,19-Mar-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3337703,TULSIRAM NAYAK,29-Dec-2025 04:29 PM,Rejected-AOC,Disqualified in transparent lottery,19-Mar-2026 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
