EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"60,100",Yes,fixed,,Nil,Nil,05-Dec-2025 10:00 AM,20-Dec-2025 11:00 AM,05-Dec-2025 10:00 AM,19-Dec-2025 05:00 PM,05-Dec-2025 10:00 AM ,19-Dec-2025 11:00 AM ,05-Dec-2025 10:00 AM,19-Dec-2025 05:00 PM,07-Feb-2026 11:00 AM,"10,000",0.0,Nil,Nil,No,Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,"SE,KRC AND BD-19(2025-26)",2025_KPRIP_122586_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of approach road with C.D. and drain at additional cluster No. 3 (Bhangabandha) for the DPs. of Village Remenshapur (Ka),Construction of approach road with C.D. and drain at additional cluster No. 3 (Bhangabandha) for the DPs. of Village Remenshapur (Ka),Please refer tender documents ,NA ,"60,06,304",Civil Works - Roads,NA ,Tender,90.0,180.0,SE Kanupur Reh. C and B Division Basudevpur,758047.0,NA ,NA ,NA ,O/o SE Kanupur Reh. C and B Division Basudevpur,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, GSTIN, PAN CARD, Contractor Registration Certificate.",SE Kanupur Reh. C and B Division Basudevpur,O/o SE Kanupur Reh. C and B Division Basudevpur,AOC,1,3311499,Akash Kumar Nath,17-Dec-2025 05:33 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,31-Mar-2026,"INR 5,105,959",180.0,Raj Kumar Behera,31-Mar-2026 12:11 PM,AOCBHANGABANDHA.pdf (593.00 KB),Finance,The Financial Bids of 19 nos of bidders are downloaded successfully and taken into further evaluation.,Ajay Kumar Nayak,07-Feb-2026 11:47 AM,,BOQ Comparative Chart,Superintending Engineer,Internal,,Ajay Kumar Nayak,06-Feb-2026 08:31 PM,07-Feb-2026 11:00 AM,techsummary_569454.pdf (287.32 KB),Superintending Engineer,Internal,,Ajay Kumar Nayak,11-Mar-2026 11:05 AM,finsummary_569454.pdf (343.12 KB),Kanupur Irrigation Project||CCE-Kanupur||Kanupur R C AND B,2025_KPRIP_122586_1,"SE,KRC AND BD-19(2025-26)",Construction of approach road with C.D. and drain at additional cluster No. 3 (Bhangabandha) for the DPs. of Village Remenshapur (Ka),Technical,The Technical Bids of 19 nos of Bidders are downloaded Successfully and taken into further Evaluation,KAILASH CHANDRA BINDHANI,20-Dec-2025 05:13 PM,,1.0,3287827.0,RAMACHANDRA SAHOO,INR,"5,105,959",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Form A, Form B, Annexure-(A,B,C,D), Schedule-F and Check List as per the DTCN.",,,AOC,2,3307916,BANANI PADHIHARI,16-Dec-2025 02:44 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,3,3298883,BIJAYA LAXMI NAYAK,12-Dec-2025 10:10 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3316725,BIJAY KUMAR MOHANTY,19-Dec-2025 02:45 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3317134,BINAY KUMAR MISHRA,19-Dec-2025 03:49 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3298778,HRUDANANDA BARIK,12-Dec-2025 09:06 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3316800,KALINGA ENTERPRISES PROP AJAY KUMAR MOHANTY,19-Dec-2025 02:29 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3317123,KAMAL LOCHAN SAHU,19-Dec-2025 02:42 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3316553,Laxmikant Rout,19-Dec-2025 12:33 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3315075,MADHABA NANDA DEHURY,18-Dec-2025 06:35 PM,Rejected-AOC,looser of the lottery,31-Mar-2026 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
