S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,3373229,AKASH BISSOI,30-Jan-2026 12:30 AM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,2026_CERWI_124950_13,EERWNGP Online 11 2025 26,"SR to Siraguda to Ghodadhanua road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch 0/000 to 4/300 km in Kosagumuda Block for the year 2025 26",1.0,3367017.0,AMLAN JYOTI MADALA,INR,"762,921",26-Mar-2026,"INR 762,921",30.0,Jay Prakash Soren,26-Mar-2026 05:45 PM,WO07Copy.pdf (220.00 KB),Finance,Tender opening,Shiba Sankar Mohanta,26-Mar-2026 04:59 PM,finance_577521.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Estimator, DAO,EE",Shiba Sankar Mohanta,26-Mar-2026 05:17 PM,finsummary_577521.pdf (680.55 KB),Executive Engineer,Internal,"Estimator, DAO,EE",Shiba Sankar Mohanta,26-Mar-2026 05:07 PM,techsummary_577521.pdf (680.55 KB),AOC,"SR to Siraguda to Ghodadhanua road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch 0/000 to 4/300 km in Kosagumuda Block for the year 2025 26","SR to Siraguda to Ghodadhanua road such as Pot hole repair,CD Maintenance,Signage and Berm filling at Ch 0/000 to 4/300 km in Kosagumuda Block for the year 2025 26",Please refer to tender documents ,NA ,"7,62,921",Civil Works - Roads,NA ,Tender,90.0,30.0,Kosagumuda,764061.0,NA ,NA ,NA ,"RURAL WORKS DIVISION-I, NAWARANGPUR",No ,No,"7,629",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,License PAN Card GSTIN and Affidavit as per DTCN,CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-NAWARANGAPUR,EERWNGP Online 11 2025 26,2026_CERWI_124950_13,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,23-Jan-2026 11:00 AM,31-Jan-2026 11:00 AM,23-Jan-2026 11:00 AM,30-Jan-2026 03:00 PM,23-Jan-2026 11:00 AM ,30-Jan-2026 03:00 PM ,23-Jan-2026 11:00 AM,30-Jan-2026 03:00 PM,Executive Engineer,"RURAL WORKS DIVISION-I, NAWARANGPUR",1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,AOC
2,3367017,AMLAN JYOTI MADALA,26-Jan-2026 10:36 PM,Accepted-AOC,Awarded of contract,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
3,3371093,ASHOK KUMAR CHOUDHURY,30-Jan-2026 11:49 AM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,3371597,DEBA RANJAN PATRA,29-Jan-2026 10:19 PM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,3371813,DHANURJYA BISOI,29-Jan-2026 02:57 PM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,3372862,DURYADHAN MALI,29-Jan-2026 10:49 PM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,3373449,GOURI PRASAD PATRO,30-Jan-2026 10:39 AM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,3367665,HARIHARA BISOYEE,27-Jan-2026 12:18 PM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,3365541,KESHARI MIRGAN,25-Jan-2026 08:31 PM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,3372113,LACHHAMAN BHATRA,29-Jan-2026 02:13 PM,Rejected-AOC,Disqualified in transparent lottery,26-Mar-2026 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
